Proteins,"Genes of polypeptide, complex, or RNA",Common-Name,Locations
G185E-5576-MONOMER,G185E-5576,probable monoxygenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4171-MONOMER,G185E-4171,hypothetical protein,
G185E-5946-MONOMER,G185E-5946,probable oxidoreductase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7368-MONOMER,G185E-7368,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-7737-MONOMER,G185E-7737,30S ribosomal protein S13,CCI-RIBOSOME-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6323-MONOMER,G185E-6323,conserved hypothetical protein,
G185E-8118-MONOMER,G185E-8118,3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-<i>O</i>-sulfo-trehalose (hydroxy)phthioceranyltransferase,CCI-PM-BAC-ACT-GP
G185E-4798-MONOMER,G185E-4798,putative Mce-linked ATPase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-5178-MONOMER,G185E-5178,probable transcriptional regulatory protein (probably TetR-family),CCI-CYTOSOL-GP
G185E-6974-MONOMER,G185E-6974,probable diaminopimelate epimerase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5560-MONOMER,G185E-5560,putative transferase,CCI-CYTOSOL-GP
G185E-4155-MONOMER,G185E-4155,probable leucyl-tRNA synthetase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5930-MONOMER,G185E-5930,hypothetical membrane protein,CCI-PM-BAC-ACT-GP
G185E-7351-MONOMER,G185E-7351,probable chain-fatty-acid-CoA ligase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7721-MONOMER,G185E-7721,putative ESAT-6 like protein,CCI-EXTRACELLULAR-GP
G185E-6306-MONOMER,G185E-6306,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-8102-MONOMER,G185E-8102,DPPR synthase,CCI-PM-BAC-ACT-GP
G185E-4782-MONOMER,G185E-4782,probable transcription antitermination protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5161-MONOMER,G185E-5161,Ribosomal RNA small subunit methyltransferase I,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6958-MONOMER,G185E-6958,RNA polymerase sigma factor,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5542-MONOMER,G185E-5542,possible membrane protein,CCI-OUTER-MEM-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4139-MONOMER,G185E-4139,conserved hypothetical protein,
G185E-7335-MONOMER,G185E-7335,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5915-MONOMER,G185E-5915,possible carboxylase,CCI-CYTOSOL-GP
G185E-7705-MONOMER,G185E-7705,possible transposase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6288-MONOMER,G185E-6288,conserved hypothetical protein,CCI-EXTRACELLULAR-GP
G185E-8086-MONOMER,G185E-8086,decaprenylphospho-&beta;-D-ribofuranose 2-dehydrogenase,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4763-MONOMER,G185E-4763,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5144-MONOMER,G185E-5144,probable adhesion component transport transmembrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-6942-MONOMER,G185E-6942,conserved protein,CCI-CYTOSOL-GP
G185E-5525-MONOMER,G185E-5525,long-chain fatty acyl-[acyl-carrier protein] dehydrogenase MbtN,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4122-MONOMER,G185E-4122,probable iron-regulated peptidyl-prolyl cis-trans isomerase A,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7318-MONOMER,G185E-7318,probable short chain alcohol dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-5898-MONOMER,G185E-5898,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-7689-MONOMER,G185E-7689,conserved hypothetical protein,
G185E-6272-MONOMER,G185E-6272,conserved protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-8069-MONOMER,G185E-8069,possible enoyl-CoA hydratase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6652-MONOMER,G185E-6652,hypothetical protein,
G185E-4747-MONOMER,G185E-4747,hypothetical protein,CCI-CYTOSOL-GP
G185E-5128-MONOMER,G185E-5128,acyl-CoA dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6926-MONOMER,G185E-6926,probable uroporphyrinogen decarboxylase,CCI-CYTOSOL-GP
G185E-5509-MONOMER,G185E-5509,nicotinic acid phosphoribosyltransferase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7301-MONOMER,G185E-7301,conserved protein,CCI-PM-BAC-ACT-GP
G185E-5882-MONOMER,G185E-5882,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7673-MONOMER,G185E-7673,probable GMP synthase [glutamine-hydrolyzing],CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6256-MONOMER,G185E-6256,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8051-MONOMER,G185E-8051,possible conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-6636-MONOMER,G185E-6636,conserved protein,
G185E-4730-MONOMER,G185E-4730,possible toxin,CCI-EXTRACELLULAR-GP
G185E-5112-MONOMER,G185E-5112,probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6910-MONOMER,G185E-6910,hypothetical protein,
G185E-5489-MONOMER,G185E-5489,,CCI-CYTOSOL-GP
G185E-7283-MONOMER,G185E-7283,probable transposase,CCI-CYTOSOL-GP
G185E-5865-MONOMER,G185E-5865,probable transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-7657-MONOMER,G185E-7657,probable transposase for insertion sequence element IS6110 (fragment),CCI-PM-BAC-ACT-GP
G185E-6239-MONOMER,G185E-6239,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-8034-MONOMER,G185E-8034,metal sensor transcriptional regulator (ArsR-SmtB family),
G185E-6619-MONOMER,G185E-6619,ferrochelatase,
G185E-4714-MONOMER,G185E-4714,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-5095-MONOMER,G185E-5095,possible oxidoreductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6894-MONOMER,G185E-6894,probable integrase,CCI-CYTOSOL-GP
G185E-5473-MONOMER,G185E-5473,probable peptide chain release factor 1,CCI-CYTOSOL-GP
G185E-7265-MONOMER,G185E-7265,possible oxidoreductase,CCI-CYTOSOL-GP
G185E-5849-MONOMER,G185E-5849,argininosuccinate lyase subunit,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7641-MONOMER,G185E-7641,conserved protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6222-MONOMER,G185E-6222,conserved hypothetical protein,
G185E-8018-MONOMER,G185E-8018,probable conserved two-domain membrane protein,CCI-PM-BAC-ACT-GP
G185E-6603-MONOMER,G185E-6603,NRPS accessory protein MbtH,CCI-CYTOSOL-GP
G185E-4697-MONOMER,G185E-4697,probable glycerol-3-phosphate dehydrogenase [NAD(P)+],CCI-CYTOSOL-GP
G185E-5078-MONOMER,G185E-5078,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6874-MONOMER,G185E-6874,Probable protein archease,CCI-CYTOSOL-GP
G185E-5456-MONOMER,G185E-5456,beta-carbonic anhydrase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7249-MONOMER,G185E-7249,glutamyl-tRNA synthetase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5833-MONOMER,G185E-5833,50S ribosomal protein L20,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-4429-MONOMER,G185E-4429,putative oxidoreductase,CCI-CW-BAC-ACT-GP
G185E-7625-MONOMER,G185E-7625,probable transposase,
G185E-6205-MONOMER,G185E-6205,conserved hypothetical protein,
G185E-8000-MONOMER,G185E-8000,possible cobyric acid synthase,CCI-CYTOSOL-GP
G185E-6587-MONOMER,G185E-6587,<i>Z</i>-decaprenyl diphosphate synthase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4911-MONOMER,G185E-4911,possible ferredoxin,
G185E-4681-MONOMER,G185E-4681,naphthoate synthase monomer,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7780-MONOMER,G185E-7780,probable ferredoxin,
G185E-5061-MONOMER,G185E-5061,conserved protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5346-MONOMER,G185E-5346,probable ferredoxin,CCI-CYTOSOL-GP
G185E-6858-MONOMER,G185E-6858,conserved hypothetical protein,
G185E-5981-MONOMER,G185E-5981,probable ferredoxin,
G185E-5440-MONOMER,G185E-5440,hypothetical protein,
G185E-6209-MONOMER,G185E-6209,ferredoxin,CCI-CYTOSOL-GP
G185E-7231-MONOMER,G185E-7231,probable uracil-DNA glycosylase,CCI-CYTOSOL-GP
G185E-5817-MONOMER,G185E-5817,conserved protein,
G185E-4413-MONOMER,G185E-4413,ESX conserved component EccD3. ESX-3 type VII secretion system protein. Probable transmembrane protein.,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7609-MONOMER,G185E-7609,hypothetical proline rich protein,
G185E-6189-MONOMER,G185E-6189,hypothetical protein,CCI-CYTOSOL-GP
G185E-7984-MONOMER,G185E-7984,conserved protein,CCI-CYTOSOL-GP
G185E-6571-MONOMER,G185E-6571,possible conserved transmembrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4665-MONOMER,G185E-4665,PE-PGRS family protein PE_PGRS6,CCI-EXTRACELLULAR-GP
G185E-5045-MONOMER,G185E-5045,possible transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-6842-MONOMER,G185E-6842,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-5423-MONOMER,G185E-5423,probable lipoprotein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7215-MONOMER,G185E-7215,probable transposase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5800-MONOMER,G185E-5800,"tryptophan synthase, beta subunit",CCI-CYTOSOL-GP
G185E-4396-MONOMER,G185E-4396,conserved protein,
G185E-7592-MONOMER,G185E-7592,succinate:menaquinone oxidoreductase II subunit D,CCI-PM-BAC-ACT-GP
G185E-6173-MONOMER,G185E-6173,probable conserved membrane protein,
G185E-7967-MONOMER,G185E-7967,conserved protein,
G185E-6554-MONOMER,G185E-6554,probable lipoprotein,CCI-PM-BAC-ACT-GP
G185E-4649-MONOMER,G185E-4649,possible membrane acyltransferase,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5029-MONOMER,G185E-5029,possible conserved exported protein,CCI-PM-BAC-ACT-GP
G185E-6826-MONOMER,G185E-6826,adenine phosphoribosyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5407-MONOMER,G185E-5407,ABC-type trehalose transporter integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7199-MONOMER,G185E-7199,probable conserved lipoprotein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5784-MONOMER,G185E-5784,quinolinic acid phosphoribosyltransferase subunit,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6404-MONOMER,G185E-6404,cytochrome <i>bcc</i> complex cytochrome <i>cc</i> subunit,CCI-PM-BAC-ACT-GP
G185E-4380-MONOMER,G185E-4380,conserved hypothetical protein,
G185E-7576-MONOMER,G185E-7576,putative glycerol-3-phosphate dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6157-MONOMER,G185E-6157,possible toxin,CCI-CYTOSOL-GP
G185E-7948-MONOMER,G185E-7948,"heme ABC transporter, membrane subunit DppB",CCI-PM-BAC-ACT-GP
G185E-6535-MONOMER,G185E-6535,conserved hypothetical protein,
G185E-4630-MONOMER,G185E-4630,probable pyrroline-5-carboxylate reductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5010-MONOMER,G185E-5010,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6807-MONOMER,G185E-6807,Uncharacterized NTE family protein Rv2565,CCI-CYTOSOL-GP
G185E-5387-MONOMER,G185E-5387,probable tetronasin-transport integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-7180-MONOMER,G185E-7180,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5765-MONOMER,G185E-5765,probable PhiRv1 phage protein,CCI-CYTOSOL-GP
G185E-4360-MONOMER,G185E-4360,possible antitoxin,
G185E-7557-MONOMER,G185E-7557,probable thiosulfate sulfurtransferase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6138-MONOMER,G185E-6138,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-7929-MONOMER,G185E-7929,probable helicase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6518-MONOMER,G185E-6518,Probable metallo-hydrolase Rv2300c,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4613-MONOMER,G185E-4613,possible transcriptional regulatory protein,
G185E-4994-MONOMER,G185E-4994,probable proline iminopeptidase,CCI-CYTOSOL-GP
G185E-6789-MONOMER,G185E-6789,possible toxin,
G185E-5371-MONOMER,G185E-5371,tetrahydrodipicolinate N-succinyltransferase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7163-MONOMER,G185E-7163,probable penicillin-binding protein,CCI-PERI-ACT-GP
G185E-5749-MONOMER,G185E-5749,possible toxin,CCI-CYTOSOL-GP
G185E-4344-MONOMER,G185E-4344,possible methyltransferase (methylase),
G185E-7541-MONOMER,G185E-7541,conserved protein (CPSA-related protein),CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6122-MONOMER,G185E-6122,probable acyl-CoA ligase,CCI-PM-BAC-ACT-GP
G185E-7912-MONOMER,G185E-7912,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6502-MONOMER,G185E-6502,probable esterase,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4597-MONOMER,G185E-4597,cyclopropane synthase,CCI-CYTOSOL-GP
G185E-4973-MONOMER,G185E-4973,probable acyl-[acyl-carrier protein] desaturase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6773-MONOMER,G185E-6773,probable elongation factor P,CCI-CYTOSOL-GP
G185E-5354-MONOMER,G185E-5354,probable fatty-acid-AMP ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7147-MONOMER,G185E-7147,possible mycobactin utilization protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5733-MONOMER,G185E-5733,hypothetical protein,
G185E-4328-MONOMER,G185E-4328,hypothetical methlytransferase (methylase),CCI-CYTOSOL-GP
G185E-7525-MONOMER,G185E-7525,probable rubredoxin,CCI-CYTOSOL-GP
G185E-6106-MONOMER,G185E-6106,ferric uptake regulation protein,CCI-CYTOSOL-GP
G185E-7896-MONOMER,G185E-7896,probable epoxide hydrolase,
G185E-6486-MONOMER,G185E-6486,hypothetical protein,
G185E-4581-MONOMER,G185E-4581,enoyl-CoA hydratase,CCI-CYTOSOL-GP
G185E-4957-MONOMER,G185E-4957,amidophosphoribosyltransferase,CCI-CYTOSOL-GP
G185E-6757-MONOMER,G185E-6757,PE family protein PE26,
G185E-5337-MONOMER,G185E-5337,PPE family protein PPE17,CCI-EXTRACELLULAR-GP // CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7131-MONOMER,G185E-7131,Probable dual-specificity RNA methyltransferase RlmN,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5717-MONOMER,G185E-5717,probable fatty-acid-AMP ligase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4312-MONOMER,G185E-4312,conserved secreted protein,
G185E-7509-MONOMER,G185E-7509,hypothetical alanine arginine proline rich protein,CCI-CYTOSOL-GP
G185E-6090-MONOMER,G185E-6090,conserved hypothetical protein,
EG50003-MONOMER,,apo-[acyl carrier protein],
G185E-7880-MONOMER,G185E-7880,probable aspartate 1-decarboxylase precursor,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6470-MONOMER,G185E-6470,possible secreted unknown protein,CCI-EXTRACELLULAR-GP
G185E-4565-MONOMER,G185E-4565,60 kDa chaperonin 2,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-4941-MONOMER,G185E-4941,probable transcriptional regulatory protein (probably GntR-family),CCI-CYTOSOL-GP
G185E-6739-MONOMER,G185E-6739,probable succinyl-CoA:3-ketoacid-coenzyme A transferase (beta subunit),CCI-CYTOSOL-GP
G185E-5320-MONOMER,G185E-5320,probable O-methyltransferase,CCI-PM-BAC-ACT-GP
G185E-7115-MONOMER,G185E-7115,possible toxin,CCI-CYTOSOL-GP
G185E-5701-MONOMER,G185E-5701,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4296-MONOMER,G185E-4296,probable conserved Mce associated membrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7493-MONOMER,G185E-7493,anti-sigma factor,CCI-CYTOSOL-GP
G185E-6073-MONOMER,G185E-6073,probable glutamine synthetase,CCI-CYTOSOL-GP
G185E-7863-MONOMER,G185E-7863,DNA repair protein,CCI-CYTOSOL-GP
G185E-6453-MONOMER,G185E-6453,probable peroxiredoxin,CCI-CYTOSOL-GP
G185E-4549-MONOMER,G185E-4549,hypothetical protein,
G185E-4925-MONOMER,G185E-4925,probable adenylosuccinate lyase,CCI-CYTOSOL-GP
G185E-6723-MONOMER,G185E-6723,PE-PGRS family protein PE_PGRS42,CCI-EXTRACELLULAR-GP
G185E-5303-MONOMER,G185E-5303,possible enoyl-CoA hydratase,
G185E-7099-MONOMER,G185E-7099,"probable cobyrinic acid A,C-diamide synthase",CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5685-MONOMER,G185E-5685,hypothetical protein,
G185E-4280-MONOMER,G185E-4280,alcohol dehydrogenase,CCI-CYTOSOL-GP
G185E-7476-MONOMER,G185E-7476,[sulfur carrier protein CysO] adenylyltransferase/sulfurtransferase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCO-MEMBRANE
G185E-6057-MONOMER,G185E-6057,probable alcohol dehydrogenase,CCI-CYTOSOL-GP
G185E-7847-MONOMER,G185E-7847,"4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase monomer",CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6435-MONOMER,G185E-6435,probable carboxylesterase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP // CCO-ENVELOPE
G185E-4533-MONOMER,G185E-4533,probable phosphate acetyltransferase,CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4908-MONOMER,G185E-4908,conserved protein,
G185E-6706-MONOMER,G185E-6706,probable alpha-glucosidase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5287-MONOMER,G185E-5287,probable glucose-6-phosphate 1-dehydrogenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7083-MONOMER,G185E-7083,probable Sn-glycerol-3-phosphate transport ATP-binding protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-5669-MONOMER,G185E-5669,ferrochelatase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4264-MONOMER,G185E-4264,probable aldehyde dehydrogenase (NAD+) dependent,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7460-MONOMER,G185E-7460,probable conserved transmembrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6041-MONOMER,G185E-6041,transcriptional repressor,CCI-CYTOSOL-GP
G185E-7831-MONOMER,G185E-7831,possible electron transfer protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6419-MONOMER,G185E-6419,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-4517-MONOMER,G185E-4517,conserved 13E12 repeat family protein,
G185E-8210-MONOMER,G185E-8210,hypothetical alanine rich protein,CCI-PM-BAC-ACT-GP
G185E-4891-MONOMER,G185E-4891,PE-PGRS family protein PE_PGRS9,CCI-PM-BAC-ACT-GP
G185E-6688-MONOMER,G185E-6688,probable conserved integral membrane transport protein,CCI-PM-BAC-ACT-GP
G185E-5271-MONOMER,G185E-5271,3 &beta;-hydroxysteroid dehydrogenase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7067-MONOMER,G185E-7067,CRISPR-associated endonuclease Cas1,CCI-CW-BAC-ACT-GP
G185E-5653-MONOMER,G185E-5653,probable thioredoxin,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4248-MONOMER,G185E-4248,probable acyl-CoA dehydrogenase,CCI-CYTOSOL-GP
G185E-7443-MONOMER,G185E-7443,Putative F420H(2)-dependent quinone reductase Rv3178,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6025-MONOMER,G185E-6025,Uncharacterized HTH-type transcriptional regulator Rv1830,
G185E-7815-MONOMER,G185E-7815,probable dehydrogenase. Possible 2-enoyl acyl-CoA hydratase.,CCI-PM-BAC-ACT-GP
G185E-6402-MONOMER,G185E-6402,probable anthranilate phosphoribosyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4501-MONOMER,G185E-4501,probable transcriptional regulatory protein (probably LysR-family),
G185E-8194-MONOMER,G185E-8194,conserved hypothetical protein,
G185E-4875-MONOMER,G185E-4875,GCN5-related N-acetyltransferase,CCI-CYTOSOL-GP
G185E-6672-MONOMER,G185E-6672,probable GTP1/Obg-family GTP-binding protein Obg,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5254-MONOMER,G185E-5254,probable cellulase,
G185E-7051-MONOMER,G185E-7051,possible antitoxin,
G185E-5637-MONOMER,G185E-5637,probable quinone reductase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4232-MONOMER,G185E-4232,possible D-alpha-D-heptose-7-phosphate kinase,CCI-PM-BAC-ACT-GP
G185E-7427-MONOMER,G185E-7427,possible integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6009-MONOMER,G185E-6009,membrane-bound C-5 sterol desaturase,CCI-PM-BAC-ACT-GP
G185E-7799-MONOMER,G185E-7799,possible lipid transfer protein or keto acyl-CoA thiolase,CCI-CYTOSOL-GP
G185E-6386-MONOMER,G185E-6386,probable transmembrane serine/threonine-protein kinase L,CCI-PM-BAC-ACT-GP
G185E-4485-MONOMER,G185E-4485,probable conserved membrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-8178-MONOMER,G185E-8178,ESX-1 secretion-associated protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4859-MONOMER,G185E-4859,50S ribosomal protein L24,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G185E-5238-MONOMER,G185E-5238,lipase LipU,CCI-EXTRACELLULAR-GP // CCI-CYTOSOL-GP
G185E-7035-MONOMER,G185E-7035,probable bifunctional FAD synthetase/riboflavin biosynthesis protein RibF: riboflavin kinase (flavokinase) + FMN adenylyltransferase (FAD pyrophosphorylase) (FAD synthetase)(FAD diphosphorylase) (flavin adenine dinucleotide synthetase),CCI-CYTOSOL-GP
G185E-5621-MONOMER,G185E-5621,triosephosphate isomerase subunit,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4216-MONOMER,G185E-4216,fatty acid:acyl-carrier protein ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7411-MONOMER,G185E-7411,NADH:menaquinone oxidoreductase I chain B,CCI-PM-BAC-ACT-GP
G185E-5993-MONOMER,G185E-5993,ESX conserved component EccA5. ESX-5 type VII secretion system protein.,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7783-MONOMER,G185E-7783,fatty-acid-CoA synthetase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6369-MONOMER,G185E-6369,conserved hypothetical protein,
G185E-4469-MONOMER,G185E-4469,conserved hypothetical protein,
G185E-8162-MONOMER,G185E-8162,ESX-1 secretion-associated protein,CCI-PM-BAC-ACT-GP
G185E-4843-MONOMER,G185E-4843,hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-5222-MONOMER,G185E-5222,unknown protein,CCI-PM-BAC-ACT-GP
G185E-7019-MONOMER,G185E-7019,PPE family protein PPE44,CCI-PM-BAC-ACT-GP
G185E-5605-MONOMER,G185E-5605,Putative gluconeogenesis factor,CCI-CYTOSOL-GP
G185E-4200-MONOMER,G185E-4200,uncharacterized protein,CCI-PM-BAC-ACT-GP
G185E-5975-MONOMER,G185E-5975,possible integral membrane protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7398-MONOMER,G185E-7398,universal stress protein family protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7766-MONOMER,G185E-7766,unknown protein,
G185E-6353-MONOMER,G185E-6353,diviva family protein Wag31,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4453-MONOMER,G185E-4453,conserved hypothetical protein,
G185E-8149-MONOMER,G185E-8149,possible membrane protein,CCI-PM-BAC-ACT-GP
