Proteins	Common-Name	Locations	Genes of polypeptide, complex, or RNA
SYNPCC7942_0343-MONOMER	photosystem II 11 kD protein	CCI-THY-MEM-CYA-GN // CCI-THY-LUM-CYA-GN	SYNPCC7942_0343
SYNPCC7942_1833-MONOMER	maintenance of carboxysome distribution protein A		SYNPCC7942_1833
SYNPCC7942_0708-MONOMER	conserved hypothetical protein		SYNPCC7942_0708
SYNPCC7942_2463-MONOMER	S-adenosylmethionine synthetase	CCI-CYTOSOL-GN	SYNPCC7942_2463
SYNPCC7942_1082-MONOMER		CCI-PM-BAC-NEG-GN	SYNPCC7942_1082
SYNPCC7942_1447-MONOMER	carbonic anhydrase monomer		SYNPCC7942_1447
SYNPCC7942_0327-MONOMER	allophycocyanin &alpha; subunit	CCI-THY-MEM-CYA-GN	SYNPCC7942_0327
SYNPCC7942_1817-MONOMER	response regulator receiver domain protein (CheY-like)		SYNPCC7942_1817
SYNPCC7942_0692-MONOMER	conserved hypothetical protein		SYNPCC7942_0692
SYNPCC7942_2447-MONOMER	conserved hypothetical protein		SYNPCC7942_2447
SYNPCC7942_1066-MONOMER	hypothetical protein		SYNPCC7942_1066
SYNPCC7942_1431-MONOMER	Peptidylprolyl isomerase		SYNPCC7942_1431
SYNPCC7942_0311-MONOMER	dimethyladenosine transferase	CCI-CYTOSOL-GN	SYNPCC7942_0311
SYNPCC7942_1801-MONOMER	conserved hypothetical protein		SYNPCC7942_1801
SYNPCC7942_0676-MONOMER	conserved hypothetical protein		SYNPCC7942_0676
SYNPCC7942_2431-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2431
SYNPCC7942_1046-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1046
SYNPCC7942_1415-MONOMER	ferredoxin-plastoquinone oxidoreductase subunit NdhB	CCI-THY-MEM-CYA-GN	SYNPCC7942_1415
SYNPCC7942_0295-MONOMER	sulfate adenylyltransferase		SYNPCC7942_0295
SYNPCC7942_1785-MONOMER	conserved hypothetical protein		SYNPCC7942_1785
SYNPCC7942_0660-MONOMER			SYNPCC7942_0660
SYNPCC7942_2415-MONOMER	lysyl-tRNA synthetase	CCI-CYTOSOL-GN	SYNPCC7942_2415
SYNPCC7942_1030-MONOMER	histidinol-phosphate amidotransferase		SYNPCC7942_1030
SYNPCC7942_1399-MONOMER	conserved hypothetical protein		SYNPCC7942_1399
SYNPCC7942_1396-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1396
SYNPCC7942_0276-MONOMER	glycolate oxidase subunit GlcD		SYNPCC7942_0276
SYNPCC7942_1766-MONOMER	cytochrome d ubiquinol oxidase, subunit II	CCI-PM-BAC-NEG-GN	SYNPCC7942_1766
SYNPCC7942_0644-MONOMER	circadian input kinase A	CCI-CYTOSOL-GN	SYNPCC7942_0644
SYNPCC7942_2396-MONOMER	HAD-superfamily phosphatase subfamily IIIA		SYNPCC7942_2396
SYNPCC7942_1011-MONOMER	SphS histidine kinase monomer	CCI-CYTOSOL-GN	SYNPCC7942_1011
SYNPCC7942_1380-MONOMER	SulP domain protein	CCO-MEMBRANE	SYNPCC7942_1380
SYNPCC7942_0260-MONOMER	ClpC	CCI-CYTOSOL-GN	SYNPCC7942_0260
SYNPCC7942_1750-MONOMER	conserved hypothetical protein YCF35		SYNPCC7942_1750
SYNPCC7942_0628-MONOMER	spermidine synthase	CCI-CYTOSOL-GN	SYNPCC7942_0628
SYNPCC7942_2380-MONOMER	conserved hypothetical protein		SYNPCC7942_2380
SYNPCC7942_0995-MONOMER	conserved hypothetical protein YCF20		SYNPCC7942_0995
SYNPCC7942_1367-MONOMER	cytochrome P450		SYNPCC7942_1367
SYNPCC7942_0244-MONOMER			SYNPCC7942_0244
SYNPCC7942_1734-MONOMER	ferredoxin-thioredoxin reductase catalytic subunit		SYNPCC7942_1734
SYNPCC7942_0612-MONOMER	citrate synthase	CCI-CYTOSOL-GN	SYNPCC7942_0612
SYNPCC7942_2102-MONOMER	2Fe-2S iron-sulfur cluster binding domain protein		SYNPCC7942_2102
SYNPCC7942_2364-MONOMER	conserved hypothetical protein		SYNPCC7942_2364
SYNPCC7942_0979-MONOMER	conserved hypothetical protein		SYNPCC7942_0979
SYNPCC7942_1351-MONOMER	HAD-superfamily hydrolase subfamily IA, variant 3		SYNPCC7942_1351
SYNPCC7942_0228-MONOMER	conserved hypothetical protein		SYNPCC7942_0228
SYNPCC7942_1718-MONOMER	glycolate oxidase subunit GlcE		SYNPCC7942_1718
SYNPCC7942_0596-MONOMER	delta(24)-sterol C-methyltransferase		SYNPCC7942_0596
SYNPCC7942_2086-MONOMER	conserved hypothetical protein		SYNPCC7942_2086
SYNPCC7942_2348-MONOMER	S-adenosylmethionine	CCI-CYTOSOL-GN	SYNPCC7942_2348
SYNPCC7942_0963-MONOMER	probable methyltransferase		SYNPCC7942_0963
SYNPCC7942_1335-MONOMER	probable branched-chain amino acid aminotransferase		SYNPCC7942_1335
SYNPCC7942_0212-MONOMER	chorismate synthase		SYNPCC7942_0212
SYNPCC7942_1702-MONOMER	conserved hypothetical protein		SYNPCC7942_1702
SYNPCC7942_0580-MONOMER	Peptidoglycan glycosyltransferase	CCO-MEMBRANE	SYNPCC7942_0580
SYNPCC7942_2070-MONOMER	twitching motility protein		SYNPCC7942_2070
SYNPCC7942_2332-MONOMER	PetD	CCI-THY-MEM-CYA-GN	SYNPCC7942_2332
SYNPCC7942_0947-MONOMER	sugar ABC transporter, ATPase subunit	CCI-PM-BAC-NEG-GN	SYNPCC7942_0947
SYNPCC7942_1319-MONOMER	Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase		SYNPCC7942_1319
SYNPCC7942_0196-MONOMER	&beta;-carotene 15,15'-dioxygenase		SYNPCC7942_0196
SYNPCC7942_1686-MONOMER	thiosulfate-binding protein	CCI-PERI-BAC-GN	SYNPCC7942_1686
SYNPCC7942_0564-MONOMER	ATPase		SYNPCC7942_0564
SYNPCC7942_2054-MONOMER	conserved hypothetical protein		SYNPCC7942_2054
SYNPCC7942_2316-MONOMER	ATP synthase F1, &epsilon; subunit	CCI-THY-MEM-CYA-GN	SYNPCC7942_2316
SYNPCC7942_0931-MONOMER	acyl-(acyl-carrier-protein)--UDP-N- acetylglucosamine O-acyltransferase		SYNPCC7942_0931
SYNPCC7942_1303-MONOMER	conserved hypothetical protein		SYNPCC7942_1303
SYNPCC7942_0180-MONOMER	conserved hypothetical protein		SYNPCC7942_0180
SYNPCC7942_1670-MONOMER	hypothetical protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1670
SYNPCC7942_0548-MONOMER	conserved hypothetical protein		SYNPCC7942_0548
SYNPCC7942_2038-MONOMER	transcriptional regulator, XRE family with cupin sensor domain		SYNPCC7942_2038
SYNPCC7942_2300-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2300
SYNPCC7942_0915-MONOMER	3-dehydroquinate dehydratase, type II		SYNPCC7942_0915
SYNPCC7942_1287-MONOMER	VCBS domain protein		SYNPCC7942_1287
SYNPCC7942_0164-MONOMER	Iojap-related protein	CCI-CYTOSOL-GN	SYNPCC7942_0164
SYNPCC7942_1654-MONOMER	conserved hypothetical protein		SYNPCC7942_1654
SYNPCC7942_0532-MONOMER	conserved hypothetical protein		SYNPCC7942_0532
SYNPCC7942_2022-MONOMER	NusA antitermination factor	CCI-CYTOSOL-GN	SYNPCC7942_2022
SYNPCC7942_2284-MONOMER	2-hydroxy-6-oxohepta-24-dienoate hydrolase		SYNPCC7942_2284
SYNPCC7942_0899-MONOMER	conserved hypothetical protein		SYNPCC7942_0899
SYNPCC7942_B2653-MONOMER	PemK-like toxin		SYNPCC7942_B2653
SYNPCC7942_1271-MONOMER	conserved hypothetical protein		SYNPCC7942_1271
SYNPCC7942_0148-MONOMER	conserved hypothetical protein		SYNPCC7942_0148
SYNPCC7942_1638-MONOMER	conserved hypothetical protein		SYNPCC7942_1638
SYNPCC7942_0516-MONOMER	C-terminal processing peptidase-2		SYNPCC7942_0516
SYNPCC7942_2006-MONOMER	DivIVA-like cell division regulating protein		SYNPCC7942_2006
SYNPCC7942_2268-MONOMER	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase		SYNPCC7942_2268
SYNPCC7942_0883-MONOMER	30S ribosomal subunit protein S10	CCI-RIBOSOME-GN	SYNPCC7942_0883
SYNPCC7942_B2637-MONOMER	partitioning protein ParA		SYNPCC7942_B2637
SYNPCC7942_1255-MONOMER	L-cysteine/cystine lyase		SYNPCC7942_1255
SYNPCC7942_0132-MONOMER	conserved hypothetical protein		SYNPCC7942_0132
SYNPCC7942_1622-MONOMER	probable proteinase		SYNPCC7942_1622
SYNPCC7942_0500-MONOMER	hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0500
SYNPCC7942_1990-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1990
SYNPCC7942_2252-MONOMER	Phosphoenolpyruvate carboxylase		SYNPCC7942_2252
SYNPCC7942_0867-MONOMER	hypothetical protein		SYNPCC7942_0867
SYNPCC7942_B2621-MONOMER	Uncharacterized membrane protein-like	CCI-PM-BAC-NEG-GN	SYNPCC7942_B2621
SYNPCC7942_1239-MONOMER	NrtA	CCI-PM-BAC-NEG-GN	SYNPCC7942_1239
SYNPCC7942_0115-MONOMER	conserved hypothetical protein		SYNPCC7942_0115
SYNPCC7942_1606-MONOMER	Beta-Ig-H3/fasciclin		SYNPCC7942_1606
SYNPCC7942_0484-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0484
SYNPCC7942_1974-MONOMER	condensin subunit ScpA		SYNPCC7942_1974
SYNPCC7942_2236-MONOMER	ATPase		SYNPCC7942_2236
SYNPCC7942_0850-MONOMER	conserved hypothetical protein		SYNPCC7942_0850
SYNPCC7942_2604-MONOMER	cytochrome c oxidase subunit III	CCI-PM-BAC-NEG-GN	SYNPCC7942_2604
SYNPCC7942_1223-MONOMER	glycolipid ABC exporter, membrane spanning subunit	CCI-PM-BAC-NEG-GN	SYNPCC7942_1223
SYNPCC7942_0099-MONOMER	hypothetical protein		SYNPCC7942_0099
SYNPCC7942_1590-MONOMER	conserved hypothetical protein		SYNPCC7942_1590
SYNPCC7942_0468-MONOMER	preprotein translocase, SecG subunit	CCI-PM-BAC-NEG-GN	SYNPCC7942_0468
SYNPCC7942_1958-MONOMER	conserved hypothetical protein		SYNPCC7942_1958
SYNPCC7942_2220-MONOMER	50S ribosomal subunit protein L5	CCI-RIBOSOME-GN	SYNPCC7942_2220
SYNPCC7942_0834-MONOMER	conserved hypothetical protein		SYNPCC7942_0834
SYNPCC7942_2588-MONOMER	4-hydroxy-3-nonaprenylbenzoate decarboxylase		SYNPCC7942_2588
SYNPCC7942_1207-MONOMER	Addiction module toxin, Txe/YoeB		SYNPCC7942_1207
SYNPCC7942_0083-MONOMER	hypothetical protein		SYNPCC7942_0083
SYNPCC7942_1574-MONOMER	probable glucosidase		SYNPCC7942_1574
SYNPCC7942_0452-MONOMER	principal sigma factor interacting protein SinA		SYNPCC7942_0452
SYNPCC7942_1942-MONOMER	peroxiredoxin PrxQ-A3		SYNPCC7942_1942
SYNPCC7942_2204-MONOMER	50S ribosomal subunit protein L31	CCI-RIBOSOME-GN	SYNPCC7942_2204
SYNPCC7942_0817-MONOMER	putative ferric uptake regulator, FUR family		SYNPCC7942_0817
SYNPCC7942_2572-MONOMER	conserved hypothetical protein		SYNPCC7942_2572
SYNPCC7942_1191-MONOMER	Guanylate kinase	CCI-CYTOSOL-GN	SYNPCC7942_1191
SYNPCC7942_0067-MONOMER	ABC type transporter, permease component	CCI-PM-BAC-NEG-GN	SYNPCC7942_0067
SYNPCC7942_1558-MONOMER	conserved hypothetical protein		SYNPCC7942_1558
SYNPCC7942_0436-MONOMER	hypothetical protein		SYNPCC7942_0436
SYNPCC7942_1926-MONOMER	conserved hypothetical protein		SYNPCC7942_1926
SYNPCC7942_2188-MONOMER	isochorismate synthase		SYNPCC7942_2188
SYNPCC7942_0801-MONOMER	superoxide dismutase [Fe]		SYNPCC7942_0801
SYNPCC7942_2556-MONOMER	NAD-reducing hydrogenase HoxS &delta; subunit		SYNPCC7942_2556
SYNPCC7942_1175-MONOMER	PsbL	CCI-CYTOSOL-GN // CCI-THY-MEM-CYA-GN	SYNPCC7942_1175
SYNPCC7942_0051-MONOMER	protein <em>O</em>-GlcNAc transferase		SYNPCC7942_0051
SYNPCC7942_1542-MONOMER	IsiA chlorophyll-binding protein	CCI-THY-MEM-CYA-GN	SYNPCC7942_1542
SYNPCC7942_0420-MONOMER	conserved hypothetical protein		SYNPCC7942_0420
SYNPCC7942_1910-MONOMER	flavin prenyltransferase		SYNPCC7942_1910
SYNPCC7942_2172-MONOMER	conserved hypothetical protein		SYNPCC7942_2172
SYNPCC7942_0785-MONOMER	Penicillin-binding protein 1A		SYNPCC7942_0785
SYNPCC7942_2540-MONOMER	blue-copper-protein-like protein		SYNPCC7942_2540
SYNPCC7942_1159-MONOMER	transcriptional regulator, MarR family		SYNPCC7942_1159
SYNPCC7942_0035-MONOMER	conserved hypothetical protein		SYNPCC7942_0035
SYNPCC7942_1525-MONOMER	GTP-binding protein TypA	CCI-CYTOSOL-GN	SYNPCC7942_1525
SYNPCC7942_0404-MONOMER	peptide chain release factor 2	CCI-CYTOSOL-GN	SYNPCC7942_0404
SYNPCC7942_1894-MONOMER	neutural amino acids ABC transporter integral membrane protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1894
SYNPCC7942_2156-MONOMER	glutamine synthetase type I subunit		SYNPCC7942_2156
SYNPCC7942_0769-MONOMER	conserved hypothetical protein		SYNPCC7942_0769
SYNPCC7942_2524-MONOMER	Trigger factor	CCI-CYTOSOL-GN	SYNPCC7942_2524
SYNPCC7942_1143-MONOMER	LabA-like protein		SYNPCC7942_1143
SYNPCC7942_0019-MONOMER	assimilatory sulfite reductase (ferredoxin)		SYNPCC7942_0019
SYNPCC7942_1509-MONOMER	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	CCI-CYTOSOL-GN	SYNPCC7942_1509
SYNPCC7942_0388-MONOMER	probable glycosyltransferase		SYNPCC7942_0388
SYNPCC7942_1878-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1878
SYNPCC7942_2140-MONOMER	conserved hypothetical protein		SYNPCC7942_2140
SYNPCC7942_0753-MONOMER	phage late control D protein GPD		SYNPCC7942_0753
SYNPCC7942_2508-MONOMER	type 2 NADH dehydrogenase NdbB monomer		SYNPCC7942_2508
SYNPCC7942_1127-MONOMER	putative modulator of DNA gyrase; TldD		SYNPCC7942_1127
SYNPCC7942_0003-MONOMER	phosphoribosylformylglycinamidine synthase II	CCI-CYTOSOL-GN	SYNPCC7942_0003
SYNPCC7942_1492-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1492
SYNPCC7942_0372-MONOMER	conserved hypothetical protein		SYNPCC7942_0372
SYNPCC7942_1862-MONOMER	conserved hypothetical protein		SYNPCC7942_1862
SYNPCC7942_2124-MONOMER	acetylpolyamine aminohydrolase		SYNPCC7942_2124
SYNPCC7942_0737-MONOMER	conserved hypothetical protein		SYNPCC7942_0737
SYNPCC7942_2492-MONOMER	branched-chain amino acid ABC transporter ATP-binding component		SYNPCC7942_2492
SYNPCC7942_1111-MONOMER	serine/threonine protein kinase	CCO-MEMBRANE	SYNPCC7942_1111
HTX97_RS00035-MONOMER	hypothetical protein		HTX97_RS00035
SYNPCC7942_1476-MONOMER	conserved hypothetical protein		SYNPCC7942_1476
SYNPCC7942_0356-MONOMER	conserved hypothetical protein YCF33	CCO-MEMBRANE	SYNPCC7942_0356
SYNPCC7942_1846-MONOMER	conserved hypothetical protein	CCI-CYTOSOL-GN	SYNPCC7942_1846
SYNPCC7942_2108-MONOMER	conserved hypothetical protein		SYNPCC7942_2108
SYNPCC7942_0721-MONOMER	hypothetical protein		SYNPCC7942_0721
SYNPCC7942_2476-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2476
SYNPCC7942_1095-MONOMER	conserved hypothetical protein		SYNPCC7942_1095
SYNPCC7942_1460-MONOMER	conserved hypothetical protein		SYNPCC7942_1460
SYNPCC7942_0340-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0340
SYNPCC7942_1830-MONOMER	thioredoxin 1		SYNPCC7942_1830
SYNPCC7942_0705-MONOMER	conserved hypothetical protein		SYNPCC7942_0705
SYNPCC7942_2460-MONOMER	DNA-cytosine methyltransferase		SYNPCC7942_2460
SYNPCC7942_1079-MONOMER	ATP-dependent DNA helicase RecG		SYNPCC7942_1079
SYNPCC7942_1444-MONOMER	hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1444
SYNPCC7942_0324-MONOMER	cell division protein FtsW	CCO-MEMBRANE	SYNPCC7942_0324
SYNPCC7942_1814-MONOMER	cyclic nucleotide-binding domain (cNMP-BD) protein		SYNPCC7942_1814
SYNPCC7942_0689-MONOMER	hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0689
SYNPCC7942_2444-MONOMER	Phosphate transport system substrate-binding protein		SYNPCC7942_2444
SYNPCC7942_1063-MONOMER	conserved hypothetical protein		SYNPCC7942_1063
SYNPCC7942_1428-MONOMER	phosphoribosylaminoimidazole carboxylase, ATPase subunit		SYNPCC7942_1428
SYNPCC7942_0308-MONOMER	CO<sub>2</sub> hydration protein CupB		SYNPCC7942_0308
SYNPCC7942_1798-MONOMER	conserved hypothetical protein		SYNPCC7942_1798
SYNPCC7942_0673-MONOMER	mutator mutT protein A/G-specific adenine glycosylase		SYNPCC7942_0673
SYNPCC7942_2428-MONOMER	biopolymer transport ExbD like protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_2428
SYNPCC7942_1043-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1043
SYNPCC7942_1412-MONOMER	conserved hypothetical protein		SYNPCC7942_1412
SYNPCC7942_0292-MONOMER	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase		SYNPCC7942_0292
SYNPCC7942_1782-MONOMER	threonine synthase		SYNPCC7942_1782
SYNPCC7942_0657-MONOMER	conserved hypothetical protein		SYNPCC7942_0657
SYNPCC7942_2412-MONOMER	Band 7 protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_2412
SYNPCC7942_1027-MONOMER	conserved hypothetical protein		SYNPCC7942_1027
SYNPCC7942_2409-MONOMER	adenylosuccinate synthetase	CCI-CYTOSOL-GN	SYNPCC7942_2409
SYNPCC7942_1024-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1024
SYNPCC7942_1393-MONOMER	histone deacetylase/AcuC/AphA family protein-like		SYNPCC7942_1393
SYNPCC7942_0273-MONOMER	Dephospho-CoA kinase	CCI-CYTOSOL-GN	SYNPCC7942_0273
SYNPCC7942_1763-MONOMER	inositol monophosphate family protein		SYNPCC7942_1763
SYNPCC7942_0641-MONOMER	succinate dehydrogenase subunit A		SYNPCC7942_0641
SYNPCC7942_2393-MONOMER	glutamyl-tRNA synthetase	CCI-CYTOSOL-GN	SYNPCC7942_2393
SYNPCC7942_1008-MONOMER	formyltetrahydrofolate deformylase		SYNPCC7942_1008
SYNPCC7942_0257-MONOMER	Protein of unknown function DUF92, transmembrane	CCO-MEMBRANE	SYNPCC7942_0257
SYNPCC7942_1747-MONOMER	conserved hypothetical protein		SYNPCC7942_1747
SYNPCC7942_0625-MONOMER	Single-stranded nucleic acid binding protein R3H		SYNPCC7942_0625
SYNPCC7942_2377-MONOMER	cell division protein FtsQ	CCO-MEMBRANE	SYNPCC7942_2377
SYNPCC7942_0992-MONOMER	conserved hypothetical protein		SYNPCC7942_0992
SYNPCC7942_1364-MONOMER	conserved hypothetical protein		SYNPCC7942_1364
SYNPCC7942_0241-MONOMER	23S rRNA (Uracil-5-)-methyltransferase		SYNPCC7942_0241
SYNPCC7942_1731-MONOMER	conserved hypothetical protein		SYNPCC7942_1731
SYNPCC7942_0609-MONOMER	ferredoxin-plastoquinone oxidoreductase subunit NdhD4	CCO-MEMBRANE	SYNPCC7942_0609
SYNPCC7942_2099-MONOMER	dTDP-4-dehydrorhamnose reductase		SYNPCC7942_2099
SYNPCC7942_2361-MONOMER	Glutamate racemase		SYNPCC7942_2361
SYNPCC7942_0976-MONOMER	CBS-domain protein		SYNPCC7942_0976
SYNPCC7942_1348-MONOMER	hypothetical protein		SYNPCC7942_1348
SYNPCC7942_0225-MONOMER	PsbH	CCI-THY-MEM-CYA-GN	SYNPCC7942_0225
SYNPCC7942_1715-MONOMER	uracil phosphoribosyltransferase		SYNPCC7942_1715
SYNPCC7942_0593-MONOMER	hypothetical protein		SYNPCC7942_0593
SYNPCC7942_2083-MONOMER	Multiple antibiotic resistance (MarC)-related proteins	CCI-PM-BAC-NEG-GN	SYNPCC7942_2083
SYNPCC7942_2345-MONOMER	conserved hypothetical protein YCF65	CCI-RIBOSOME-GN	SYNPCC7942_2345
SYNPCC7942_0960-MONOMER	ATPase		SYNPCC7942_0960
SYNPCC7942_1332-MONOMER	conserved hypothetical protein		SYNPCC7942_1332
SYNPCC7942_0209-MONOMER	maf protein	CCI-CYTOSOL-GN	SYNPCC7942_0209
SYNPCC7942_1699-MONOMER	multidrug and toxic compound transporter	CCO-MEMBRANE	SYNPCC7942_1699
SYNPCC7942_0577-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0577
SYNPCC7942_2067-MONOMER	HI0933-like protein		SYNPCC7942_2067
SYNPCC7942_2329-MONOMER	metal dependent phosphohydrolase		SYNPCC7942_2329
SYNPCC7942_0944-MONOMER	FolC bifunctional protein		SYNPCC7942_0944
SYNPCC7942_1316-MONOMER	Mn transporter MntC		SYNPCC7942_1316
SYNPCC7942_0193-MONOMER	conserved hypothetical protein		SYNPCC7942_0193
SYNPCC7942_1683-MONOMER	conserved hypothetical protein		SYNPCC7942_1683
SYNPCC7942_0561-MONOMER	hypothetical protein		SYNPCC7942_0561
SYNPCC7942_2051-MONOMER	conserved hypothetical protein		SYNPCC7942_2051
SYNPCC7942_2313-MONOMER	GroEL1 monomer	CCI-CYTOSOL-GN	SYNPCC7942_2313
SYNPCC7942_0928-MONOMER	outer envelope membrane protein	CCO-MEMBRANE	SYNPCC7942_0928
SYNPCC7942_1300-MONOMER	conserved hypothetical protein		SYNPCC7942_1300
SYNPCC7942_0177-MONOMER	ABC-type uncharacterized transport system, permease component	CCO-MEMBRANE	SYNPCC7942_0177
SYNPCC7942_1667-MONOMER	UDP-N-acetylmuramoylalanine--D-glutamate ligase	CCI-CYTOSOL-GN	SYNPCC7942_1667
SYNPCC7942_0545-MONOMER	hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0545
SYNPCC7942_2035-MONOMER	hypothetical protein		SYNPCC7942_2035
SYNPCC7942_2297-MONOMER	transaldolase	CCI-CYTOSOL-GN	SYNPCC7942_2297
SYNPCC7942_0912-MONOMER	DNA polymerase III, &tau; subunit		SYNPCC7942_0912
SYNPCC7942_1284-MONOMER	molybdopterin synthase subunit 1		SYNPCC7942_1284
SYNPCC7942_0161-MONOMER	conserved hypothetical protein		SYNPCC7942_0161
SYNPCC7942_1651-MONOMER	glycosyl transferase, WecB/TagA/CpsF family		SYNPCC7942_1651
SYNPCC7942_0529-MONOMER	6-phosphogluconolactonase		SYNPCC7942_0529
SYNPCC7942_2019-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2019
SYNPCC7942_2281-MONOMER	conserved hypothetical protein		SYNPCC7942_2281
SYNPCC7942_0896-MONOMER	septum site-determining protein MinD		SYNPCC7942_0896
SYNPCC7942_B2650-MONOMER	transcriptional regulator		SYNPCC7942_B2650
SYNPCC7942_1268-MONOMER	Phosphoglucomutase		SYNPCC7942_1268
SYNPCC7942_0145-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0145
SYNPCC7942_1635-MONOMER	probable porin; major outer membrane protein	CCO-MEMBRANE	SYNPCC7942_1635
SYNPCC7942_0513-MONOMER	ATPase	CCI-PM-BAC-NEG-GN	SYNPCC7942_0513
SYNPCC7942_2003-MONOMER	conserved hypothetical protein		SYNPCC7942_2003
SYNPCC7942_2265-MONOMER	gamma-glutamyl phosphate reductase	CCI-CYTOSOL-GN	SYNPCC7942_2265
SYNPCC7942_0880-MONOMER	conserved hypothetical protein		SYNPCC7942_0880
SYNPCC7942_B2634-MONOMER	conserved hypothetical protein		SYNPCC7942_B2634
SYNPCC7942_1252-MONOMER	DNA repair protein RAD32-like		SYNPCC7942_1252
SYNPCC7942_0129-MONOMER	Resolvase, RNase H-like fold		SYNPCC7942_0129
SYNPCC7942_1619-MONOMER	metal-binding possibly nucleic acid-binding protein-like		SYNPCC7942_1619
SYNPCC7942_0497-MONOMER	conserved hypothetical protein		SYNPCC7942_0497
SYNPCC7942_1987-MONOMER	(Regulator of Phycobilisome Association C (RpaC)	CCO-MEMBRANE	SYNPCC7942_1987
SYNPCC7942_2249-MONOMER	conserved hypothetical protein		SYNPCC7942_2249
SYNPCC7942_0864-MONOMER	conserved hypothetical protein		SYNPCC7942_0864
SYNPCC7942_B2618-MONOMER	putative transcriptional regulator		SYNPCC7942_B2618
SYNPCC7942_1236-MONOMER	nitrate transport ATP-binding subunit D	CCI-PM-BAC-NEG-GN	SYNPCC7942_1236
SYNPCC7942_0112-MONOMER	deoxyribodipyrimidine photolyase		SYNPCC7942_0112
SYNPCC7942_1603-MONOMER	beta-lactamase	CCO-MEMBRANE	SYNPCC7942_1603
SYNPCC7942_0481-MONOMER	protease		SYNPCC7942_0481
SYNPCC7942_1971-MONOMER	Peptidase M20D, amidohydrolase		SYNPCC7942_1971
SYNPCC7942_2233-MONOMER	hypothetical protein		SYNPCC7942_2233
SYNPCC7942_0847-MONOMER	twitching motility protein		SYNPCC7942_0847
SYNPCC7942_2601-MONOMER	putative cytochrome aa3 controlling protein	CCO-MEMBRANE	SYNPCC7942_2601
SYNPCC7942_1220-MONOMER	50S ribosomal subunit protein L27	CCI-RIBOSOME-GN	SYNPCC7942_1220
SYNPCC7942_0096-MONOMER	conserved hypothetical protein		SYNPCC7942_0096
SYNPCC7942_1587-MONOMER	integral membrane protein-like		SYNPCC7942_1587
SYNPCC7942_0465-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0465
SYNPCC7942_1955-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1955
SYNPCC7942_2217-MONOMER	50S ribosomal subunit protein L18	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN	SYNPCC7942_2217
SYNPCC7942_0830-MONOMER	asparaginyl-tRNA synthetase	CCI-CYTOSOL-GN	SYNPCC7942_0830
SYNPCC7942_2585-MONOMER	Protein of unknown function UPF0074		SYNPCC7942_2585
SYNPCC7942_1204-MONOMER	Prevent-host-death protein		SYNPCC7942_1204
SYNPCC7942_0080-MONOMER	probable ABC transporter permease protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_0080
SYNPCC7942_1571-MONOMER	MIP family channel proteins	CCI-PM-BAC-NEG-GN	SYNPCC7942_1571
SYNPCC7942_0449-MONOMER	seryl-tRNA synthetase	CCI-CYTOSOL-GN	SYNPCC7942_0449
SYNPCC7942_1939-MONOMER	glyceraldehyde-3-phosphate dehydrogenase, type I		SYNPCC7942_1939
SYNPCC7942_2201-MONOMER	alanine racemase		SYNPCC7942_2201
SYNPCC7942_0814-MONOMER	ferredoxin-like protein		SYNPCC7942_0814
SYNPCC7942_2569-MONOMER	orotidine 5'-phosphate decarboxylase		SYNPCC7942_2569
