Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
G12WB-255-MONOMER,alanine acetyltransferase,G12WB-255,
G12WB-1266-MONOMER,hypothetical protein,G12WB-1266,CCI-PM-BAC-POS-GP
G12WB-2887-MONOMER,hypothetical protein,G12WB-2887,
G12WB-913-MONOMER,CoA-transferase,G12WB-913,
G12WB-3220-MONOMER,membrane protein,G12WB-3220,CCI-PM-BAC-POS-GP
G12WB-1496-MONOMER,transcriptional regulator,G12WB-1496,
G12WB-3397-MONOMER,exosporium glycoprotein,G12WB-3397,CCI-CW-BAC-POS-GP
G12WB-1847-MONOMER,thiazole synthase,G12WB-1847,CCI-CYTOSOL-GP
G12WB-220-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit alpha,G12WB-220,
G12WB-3737-MONOMER,hypothetical protein,G12WB-3737,CCI-PM-BAC-POS-GP
G12WB-549-MONOMER,hypothetical protein,G12WB-549,
G12WB-2535-MONOMER,diguanylate cyclase signaling protein,G12WB-2535,
G12WB-1250-MONOMER,phosphoesterase,G12WB-1250,
G12WB-287-MONOMER,hypothetical protein,G12WB-287,
G12WB-9-MONOMER,anti-anti-sigma factor,G12WB-9,
G12WB-3206-MONOMER,RpiR family transcriptional regulator,G12WB-3206,
G12WB-1481-MONOMER,hypothetical protein,G12WB-1481,CCI-PM-BAC-POS-GP
G12WB-3382-MONOMER,"glycine betaine/carnitine/choline ABC transporter, membrane protein",G12WB-3382,CCI-PM-BAC-POS-GP
G12WB-1831-MONOMER,two-component sensor histidine kinase,G12WB-1831,CCI-PM-BAC-POS-GP
G12WB-2186-MONOMER,MATE family efflux transporter,G12WB-2186,CCI-PM-BAC-POS-GP
G12WB-372-MONOMER,flagellar protein,G12WB-372,CCI-PM-BAC-POS-GP
G12WB-533-MONOMER,endonuclease relaxase,G12WB-533,
G12WB-2520-MONOMER,nicotinate-nucleotide pyrophosphorylase,G12WB-2520,
G12WB-1236-MONOMER,conjugative transposon protein,G12WB-1236,CCI-PM-BAC-POS-GP
G12WB-2855-MONOMER,putative branched-chain amino acid transporter BrnQ,G12WB-2855,CCI-PM-BAC-POS-GP
G12WB-884-MONOMER,stage V sporulation protein AC,G12WB-884,CCI-PM-BAC-POS-GP
G12WB-3191-MONOMER,bifunctional cystathionine beta-lyase/maltose regulon repressor,G12WB-3191,
G12WB-1467-MONOMER,undecaprenyl pyrophosphate phosphatase,G12WB-1467,CCI-PM-BAC-POS-GP
G12WB-1815-MONOMER,protein TraX,G12WB-1815,CCI-PM-BAC-POS-GP
G12WB-2171-MONOMER,GntR family transcriptional regulator,G12WB-2171,
G12WB-3705-MONOMER,ribonuclease M5,G12WB-3705,CCI-CYTOSOL-GP
G12WB-517-MONOMER,conjugative transposon protein,G12WB-517,
G12WB-2506-MONOMER,thioredoxin reductase,G12WB-2506,CCI-CYTOSOL-GP
G12WB-1221-MONOMER,two-component sensor histidine kinase,G12WB-1221,
G12WB-2840-MONOMER,hypothetical protein,G12WB-2840,
G12WB-869-MONOMER,diguanylate kinase signaling protein,G12WB-869,
G12WB-3177-MONOMER,"putative mannose-specific PTS, enzyme IIC component",G12WB-3177,CCI-PM-BAC-POS-GP
G12WB-1452-MONOMER,hypothetical protein,G12WB-1452,
G12WB-18-MONOMER,serine--tRNA ligase,G12WB-18,CCI-CYTOSOL-GP
G12WB-2157-MONOMER,hydrolase,G12WB-2157,
G12WB-3690-MONOMER,type IV pilus assembly protein,G12WB-3690,CCI-PM-BAC-POS-GP
G12WB-2491-MONOMER,4-hydroxybutyrate CoA-transferase,G12WB-2491,
G12WB-1207-MONOMER,"multidrug family ABC transporter, ATP-binding/membrane protein",G12WB-1207,CCI-PM-BAC-POS-GP
G12WB-2826-MONOMER,LysR family transcriptional regulator,G12WB-2826,
G12WB-504-MONOMER,2-hydroxyisocaproyl-CoA dehydratase subunit C,G12WB-504,
G12WB-853-MONOMER,ethanolamine utilization protein EutH,G12WB-853,CCI-PM-BAC-POS-GP
G12WB-3162-MONOMER,"putative cobalamin ABC transporter, ATP-binding subunit",G12WB-3162,
G12WB-1438-MONOMER,NAD-dependent protein deacetylase,G12WB-1438,CCI-CYTOSOL-GP
G12WB-1783-MONOMER,transcriptional regulator,G12WB-1783,
G12WB-2142-MONOMER,AraC family transcriptional regulator,G12WB-2142,
G12WB-3676-MONOMER,RNA-binding S4 domain-containing protein,G12WB-3676,
G12WB-2477-MONOMER,"galactitol family PTS, enzyme IIC component",G12WB-2477,CCI-PM-BAC-POS-GP
G12WB-1192-MONOMER,histidinol phosphatase/hydrolase,G12WB-1192,
G12WB-2811-MONOMER,M16 family peptidase,G12WB-2811,
G12WB-489-MONOMER,cell-division FtsK/SpoIIIE-family protein,G12WB-489,CCI-PM-BAC-POS-GP
G12WB-839-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase complex subunit alpha/beta,G12WB-839,
G12WB-3148-MONOMER,DNA-binding protein,G12WB-3148,
G12WB-1422-MONOMER,membrane protein,G12WB-1422,CCI-PM-BAC-POS-GP
G12WB-1767-MONOMER,alanine racemase 1,G12WB-1767,CCI-PM-BAC-POS-GP
G12WB-2128-MONOMER,cell wall protein 28,G12WB-2128,
G12WB-3661-MONOMER,protein-tyrosine phosphatase reductase,G12WB-3661,
G12WB-2462-MONOMER,cold shock protein D,G12WB-2462,CCI-CYTOSOL-GP
G12WB-1178-MONOMER,3-hydroxybutyryl-CoA dehydrogenase,G12WB-1178,
G12WB-2796-MONOMER,"sugar family ABC transporter, substrate-binding protein",G12WB-2796,
G12WB-473-MONOMER,two-component sensor histidine kinase,G12WB-473,
G12WB-824-MONOMER,radical SAM domain-containing protein,G12WB-824,
G12WB-3133-MONOMER,dipicolinate synthase subunit B,G12WB-3133,
G12WB-1408-MONOMER,DNA topoisomerase I,G12WB-1408,
G12WB-1751-MONOMER,amidohydrolase,G12WB-1751,
G12WB-2112-MONOMER,hypothetical protein,G12WB-2112,
G12WB-3647-MONOMER,"F<sub>o</sub>F<sub>1</sub> ATP synthase, &epsilon; subunit",G12WB-3647,CCI-PM-BAC-POS-GP
G12WB-2447-MONOMER,hypothetical protein,G12WB-2447,CCI-PM-BAC-POS-GP
G12WB-1163-MONOMER,membrane protein,G12WB-1163,CCI-PM-BAC-POS-GP
G12WB-2781-MONOMER,glycerol-3-phosphate dehydrogenase,G12WB-2781,CCI-CYTOSOL-GP
G12WB-4592-MONOMER,"Putative conjugative transposon protein Tn916-like, CTn7-Orf5",G12WB-4592,
G12WB-81-MONOMER,membrane protein,G12WB-81,CCI-PM-BAC-POS-GP
G12WB-3119-MONOMER,V-type ATP synthase subunit B,G12WB-3119,
G12WB-1393-MONOMER,putative branched-chain amino acid transporter BrnQ-1,G12WB-1393,CCI-PM-BAC-POS-GP
G12WB-1735-MONOMER,methionine aminopeptidase,G12WB-1735,
G12WB-2097-MONOMER,"ABC transporter, ATP-binding protein",G12WB-2097,
G12WB-3632-MONOMER,N-acetylglucosamine-6-phosphate deacetylase,G12WB-3632,
G12WB-2432-MONOMER,sugar-phosphate dehydrogenase,G12WB-2432,
G12WB-1145-MONOMER,family 2 glycosyl transferase,G12WB-1145,CCI-PM-BAC-POS-GP
G12WB-2767-MONOMER,hypothetical protein,G12WB-2767,
G12WB-4490-MONOMER,Putative extrachromosomal origin protein,G12WB-4490,
G12WB-796-MONOMER,50S ribosomal protein L20,G12WB-796,CCI-RIBOSOME-GP
G12WB-3104-MONOMER,single-strand DNA-binding protein,G12WB-3104,
G12WB-1379-MONOMER,elongation factor P,G12WB-1379,CCI-CYTOSOL-GP
G12WB-1719-MONOMER,histidinol dehydrogenase,G12WB-1719,
G12WB-2081-MONOMER,acetyl-CoA carboxylase subunit,G12WB-2081,CCI-CYTOSOL-GP
G12WB-3618-MONOMER,hypothetical protein,G12WB-3618,
G12WB-2418-MONOMER,peptidyl-prolyl cis-trans isomerase,G12WB-2418,CCI-PM-BAC-POS-GP
G12WB-1130-MONOMER,two-component sensor histidine kinase,G12WB-1130,CCI-PM-BAC-POS-GP
G12WB-2752-MONOMER,bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,G12WB-2752,
G12WB-4437-MONOMER,Conserved hypothetical protein,G12WB-4437,
G12WB-781-MONOMER,beta-lactams repressor,G12WB-781,
G12WB-309-MONOMER,"fructose-mannitol family PTS, enzyme IIA component",G12WB-309,CCI-PM-BAC-POS-GP
G12WB-1364-MONOMER,hypothetical protein,G12WB-1364,CCI-PM-BAC-POS-GP
G12WB-1703-MONOMER,ketol-acid reductoisomerase,G12WB-1703,
G12WB-2064-MONOMER,phosphate propanoyltransferase,G12WB-2064,
G12WB-3603-MONOMER,cobalt-precorrin-4 C(11)-methyltransferase,G12WB-3603,
G12WB-2403-MONOMER,subtilisin-like serine protease,G12WB-2403,
G12WB-1116-MONOMER,"putative nitrate/sulfonate/taurine ABC transporter, ATP-binding subunit",G12WB-1116,
G12WB-2738-MONOMER,metal-dependent peptidase,G12WB-2738,CCI-PM-BAC-POS-GP
G12WB-437-MONOMER,UvrD/REP type DNA helicase,G12WB-437,
G12WB-767-MONOMER,beta-lactams repressor,G12WB-767,
G12WB-3075-MONOMER,hypothetical protein,G12WB-3075,
G12WB-1688-MONOMER,histidinol-phosphate aminotransferase,G12WB-1688,
G12WB-1685-MONOMER,hypothetical protein,G12WB-1685,
G12WB-3583-MONOMER,HPr kinase/phosphorylase,G12WB-3583,
G12WB-2387-MONOMER,anaerobic sulfite reductase subunit B,G12WB-2387,
G12WB-11-MONOMER,RNA polymerase sigma-B factor,G12WB-11,
G12WB-2720-MONOMER,MerR family transcriptional regulator,G12WB-2720,
G12WB-4305-MONOMER,Conserved hypothetical protein,G12WB-4305,
G12WB-75-MONOMER,CtsR family transcriptional regulator,G12WB-75,
G12WB-3058-MONOMER,hypothetical protein,G12WB-3058,
G12WB-1669-MONOMER,two-component response regulator,G12WB-1669,
G12WB-3569-MONOMER,6-phosphofructokinase,G12WB-3569,CCI-CYTOSOL-GP
G12WB-2032-MONOMER,PadR family transcriptional regulator,G12WB-2032,
G12WB-2371-MONOMER,HTH-type transcriptional regulator,G12WB-2371,
G12WB-1085-MONOMER,hypothetical protein,G12WB-1085,
G12WB-4219-MONOMER,conjugative transposon protein,G12WB-4219,
G12WB-735-MONOMER,transcriptional activator Mor,G12WB-735,
G12WB-2709-MONOMER,transposase-like protein A,G12WB-2709,
G12WB-3043-MONOMER,"putative cellobiose-specifc PTS, enzyme IIC component",G12WB-3043,CCI-PM-BAC-POS-GP
G12WB-1653-MONOMER,hypothetical protein,G12WB-1653,CCI-PM-BAC-POS-GP
G12WB-3554-MONOMER,cell wall hydrolase,G12WB-3554,
G12WB-2016-MONOMER,conjugative transposon protein,G12WB-2016,
G12WB-2357-MONOMER,"putative transporter, solute:Na<sup>+</sup> symporter family",G12WB-2357,CCI-PM-BAC-POS-GP
G12WB-1070-MONOMER,XkdN-like phage protein,G12WB-1070,
G12WB-404-MONOMER,LacI family transcriptional regulator,G12WB-404,
G12WB-720-MONOMER,two-component response regulator,G12WB-720,
G12WB-2694-MONOMER,ribonuclease Z,G12WB-2694,
G12WB-3029-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-3029,
G12WB-3363-MONOMER,MerR family transcriptional regulator,G12WB-3363,
G12WB-1638-MONOMER,GntR family transcriptional regulator,G12WB-1638,
G12WB-354-MONOMER,ATP synthase subunit beta FliI,G12WB-354,CCI-CYTOSOL-GP
G12WB-2000-MONOMER,hydrolase,G12WB-2000,
G12WB-2342-MONOMER,cell wall hydrolase,G12WB-2342,
G12WB-1056-MONOMER,terminase large subunit,G12WB-1056,
G12WB-3884-MONOMER,hypothetical protein,G12WB-3884,
G12WB-705-MONOMER,lipoprotein,G12WB-705,CCI-PM-BAC-POS-GP
G12WB-268-MONOMER,hypothetical protein,G12WB-268,
G12WB-3014-MONOMER,D-alanine transferase DltD,G12WB-3014,CCI-PM-BAC-POS-GP
G12WB-3349-MONOMER,peptidase,G12WB-3349,
G12WB-1623-MONOMER,hypothetical protein,G12WB-1623,
G12WB-3525-MONOMER,HxlR family transcriptional regulator,G12WB-3525,
G12WB-1985-MONOMER,two-component response regulator,G12WB-1985,CCI-PM-BAC-POS-GP
G12WB-2328-MONOMER,cNMP-binding regulatory protein,G12WB-2328,
G12WB-1041-MONOMER,hypothetical protein,G12WB-1041,
G12WB-387-MONOMER,hydrolase,G12WB-387,
G12WB-690-MONOMER,TetR family transcriptional regulator,G12WB-690,
G12WB-2665-MONOMER,PTS operon transcription antiterminator,G12WB-2665,
G12WB-300-MONOMER,NCAIR-mutase PurE-like protein,G12WB-300,
G12WB-3334-MONOMER,putative malate transporter,G12WB-3334,CCI-PM-BAC-POS-GP
G12WB-1609-MONOMER,"multidrug family ABC transporter, ATP-binding/membrane protein",G12WB-1609,CCI-PM-BAC-POS-GP
G12WB-3510-MONOMER,conjugative transposon protein,G12WB-3510,CCI-PM-BAC-POS-GP
G12WB-1969-MONOMER,O-acetylhomoserine sulfhydrylase,G12WB-1969,
G12WB-2313-MONOMER,thiamine biosynthesis protein ThiH,G12WB-2313,
G12WB-1027-MONOMER,hypothetical protein,G12WB-1027,
G12WB-3854-MONOMER,single-strand DNA-binding protein,G12WB-3854,
G12WB-674-MONOMER,RusA-like endodeoxyribonuclease,G12WB-674,
G12WB-265-MONOMER,radical SAM family protein,G12WB-265,
G12WB-2986-MONOMER,oxidoreductase,G12WB-2986,
G12WB-332-MONOMER,negative regulator of flagellin synthesis,G12WB-332,
G12WB-1595-MONOMER,flavodoxin protein,G12WB-1595,
G12WB-3496-MONOMER,conjugative transposon protein,G12WB-3496,
G12WB-1952-MONOMER,sucrose-6-phosphate hydrolase,G12WB-1952,CCI-CYTOSOL-GP
G12WB-23-MONOMER,recombination protein RecR,G12WB-23,
G12WB-1012-MONOMER,hypothetical protein,G12WB-1012,CCI-PM-BAC-POS-GP
G12WB-3836-MONOMER,rRNA large subunit methyltransferase,G12WB-3836,CCI-CYTOSOL-GP
G12WB-658-MONOMER,membrane protein,G12WB-658,CCI-PM-BAC-POS-GP
G12WB-2635-MONOMER,hydrolase,G12WB-2635,CCI-PM-BAC-POS-GP
G12WB-1351-MONOMER,NUDIX family hydrolase,G12WB-1351,
G12WB-2971-MONOMER,hypothetical protein,G12WB-2971,
G12WB-999-MONOMER,agmatinase,G12WB-999,
G12WB-3305-MONOMER,ThiJ/pfpI family protein,G12WB-3305,
G12WB-1580-MONOMER,Ca++-chelating serine protease,G12WB-1580,
G12WB-3481-MONOMER,iron hydrogenase,G12WB-3481,
G12WB-1936-MONOMER,hypothetical protein,G12WB-1936,CCI-PM-BAC-POS-GP
G12WB-2284-MONOMER,hypothetical protein,G12WB-2284,
G12WB-1-MONOMER,chromosomal replication initiation protein DnaA,G12WB-1,CCI-CYTOSOL-GP
G12WB-3821-MONOMER,hypothetical protein,G12WB-3821,
G12WB-642-MONOMER,membrane protein,G12WB-642,CCI-PM-BAC-POS-GP
G12WB-2620-MONOMER,putative serine/threonine exchanger,G12WB-2620,CCI-PM-BAC-POS-GP
G12WB-1337-MONOMER,membrane protein,G12WB-1337,CCI-PM-BAC-POS-GP
G12WB-2957-MONOMER,cell wall protein 9,G12WB-2957,
G12WB-984-MONOMER,"sugar-family ABC transporter, substrate-binding protein",G12WB-984,
G12WB-3290-MONOMER,"glucose-glucoside family PTS, enzyme IIBC component",G12WB-3290,CCI-PM-BAC-POS-GP
G12WB-1566-MONOMER,hypothetical protein,G12WB-1566,
G12WB-3467-MONOMER,GTP-binding protein EngB; putative endoglucanase,G12WB-3467,
G12WB-1921-MONOMER,"amino acid family ABC transporter, substrate-binding protein",G12WB-1921,
G12WB-227-MONOMER,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,G12WB-227,CCI-CYTOSOL-GP
G12WB-3807-MONOMER,hypothetical protein,G12WB-3807,
G12WB-625-MONOMER,recombinase site-specific resolvase,G12WB-625,
G12WB-2605-MONOMER,CRISPR-associated ATP-dependent helicase,G12WB-2605,
G12WB-1322-MONOMER,"fructose-1,6-bisphosphatase",G12WB-1322,
G12WB-2942-MONOMER,glycosyl transferase family protein,G12WB-2942,CCI-PM-BAC-POS-GP
G12WB-97-MONOMER,sugar-phosphate aldolase,G12WB-97,
G12WB-3276-MONOMER,membrane protein,G12WB-3276,CCI-PM-BAC-POS-GP
G12WB-1551-MONOMER,membrane protein,G12WB-1551,CCI-PM-BAC-POS-GP
G12WB-3452-MONOMER,glucose-6-phosphate isomerase,G12WB-3452,CCI-CYTOSOL-GP
G12WB-1907-MONOMER,phenazine biosynthesis PhzC/PhzF protein,G12WB-1907,
G12WB-2255-MONOMER,hypothetical protein,G12WB-2255,
G12WB-3792-MONOMER,phosphatase,G12WB-3792,
G12WB-609-MONOMER,cell-division FtsK/SpoIIIE-family protein,G12WB-609,CCI-PM-BAC-POS-GP
G12WB-2590-MONOMER,GTPase Era,G12WB-2590,CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
G12WB-1308-MONOMER,fatty acid biosynthesis transcriptional regulator,G12WB-1308,
G12WB-2928-MONOMER,polysaccharide biosynthesis protein,G12WB-2928,CCI-PM-BAC-POS-GP
G12WB-954-MONOMER,cell wall protein 25,G12WB-954,
G12WB-3261-MONOMER,amidohydrolase,G12WB-3261,
G12WB-1537-MONOMER,hypothetical protein,G12WB-1537,
G12WB-3438-MONOMER,hypothetical protein,G12WB-3438,
G12WB-1892-MONOMER,hypothetical protein,G12WB-1892,
G12WB-2240-MONOMER,xanthine dehydrogenase iron-sulfur binding subunit XdhC,G12WB-2240,
G12WB-3778-MONOMER,carbamoyl-phosphate synthase small subunit,G12WB-3778,
G12WB-594-MONOMER,two-component sensor histidine kinase,G12WB-594,CCI-PM-BAC-POS-GP
G12WB-2576-MONOMER,phosphate butyryltransferase,G12WB-2576,
G12WB-1293-MONOMER,50S ribosomal protein L27,G12WB-1293,CCI-RIBOSOME-GP
G12WB-2913-MONOMER,diguanylate kinase signaling protein,G12WB-2913,CCI-PM-BAC-POS-GP
G12WB-94-MONOMER,galactitol family PTS enzyme IIB component,G12WB-94,
G12WB-3247-MONOMER,putative 2-<i>O</i>-&alpha;-mannosyl-D-glycerate specific PTS enzyme II,G12WB-3247,CCI-PM-BAC-POS-GP
G12WB-1522-MONOMER,LamB/YcsF family protein,G12WB-1522,
G12WB-3423-MONOMER,valine--tRNA ligase,G12WB-3423,CCI-CYTOSOL-GP
G12WB-1876-MONOMER,cobalamin-binding protein,G12WB-1876,
G12WB-2226-MONOMER,"putative transporter, nucleobase:cation symporter-2 family",G12WB-2226,CCI-PM-BAC-POS-GP
G12WB-3763-MONOMER,"putative transporter, major facilitator superfamily",G12WB-3763,CCI-PM-BAC-POS-GP
G12WB-578-MONOMER,RpiR family transcriptional regulator,G12WB-578,
G12WB-2561-MONOMER,pyruvate phosphate dikinase,G12WB-2561,
G12WB-1279-MONOMER,septum site-determining protein MinC,G12WB-1279,
G12WB-2899-MONOMER,coproporphyrinogen III oxidase,G12WB-2899,
G12WB-925-MONOMER,"putative transporter, major facilitator superfamily",G12WB-925,CCI-PM-BAC-POS-GP
G12WB-3232-MONOMER,glycosyl hydrolase,G12WB-3232,
G12WB-1508-MONOMER,baseplate assembly protein,G12WB-1508,
G12WB-3409-MONOMER,hypothetical protein,G12WB-3409,
G12WB-1860-MONOMER,putative cytosine transporter,G12WB-1860,CCI-PM-BAC-POS-GP
G12WB-2211-MONOMER,lipid kinase,G12WB-2211,
G12WB-3749-MONOMER,spore cortex-lytic hydrolase,G12WB-3749,
G12WB-562-MONOMER,dioxygenase,G12WB-562,
G12WB-2547-MONOMER,hypothetical protein,G12WB-2547,
G12WB-1263-MONOMER,hypothetical protein,G12WB-1263,
G12WB-2884-MONOMER,membrane protein,G12WB-2884,CCI-PM-BAC-POS-GP
G12WB-910-MONOMER,beta-alanine CoA-transferase,G12WB-910,
G12WB-3218-MONOMER,"putative transporter, major facilitator superfamily",G12WB-3218,CCI-PM-BAC-POS-GP
G12WB-1493-MONOMER,membrane protein,G12WB-1493,CCI-PM-BAC-POS-GP
G12WB-3394-MONOMER,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",G12WB-3394,
G12WB-1844-MONOMER,phosphomethylpyrimidine synthase ThiC,G12WB-1844,
G12WB-2198-MONOMER,RpiR family transcriptional regulator,G12WB-2198,
G12WB-3731-MONOMER,thymidylate kinase,G12WB-3731,
G12WB-546-MONOMER,conjugative transposon protein,G12WB-546,
G12WB-2532-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-2532,
G12WB-1248-MONOMER,pyruvate formate-lyase 2-activating enzyme,G12WB-1248,
G12WB-2867-MONOMER,UDP-glucose 4-epimerase,G12WB-2867,
G12WB-897-MONOMER,membrane protein,G12WB-897,CCI-PM-BAC-POS-GP
G12WB-3203-MONOMER,proline iminopeptidae,G12WB-3203,
G12WB-1479-MONOMER,cell wall biosynthesis protein,G12WB-1479,CCI-PM-BAC-POS-GP
G12WB-338-MONOMER,flagellar protein FliS1,G12WB-338,CCI-CYTOSOL-GP
G12WB-1828-MONOMER,transcriptional regulator,G12WB-1828,
G12WB-2183-MONOMER,sporulation integral membrane protein,G12WB-2183,CCI-PM-BAC-POS-GP
G12WB-3717-MONOMER,carbon-phosphorus lyase complex subunit PhnI,G12WB-3717,
G12WB-530-MONOMER,conjugative transposon protein,G12WB-530,
G12WB-2518-MONOMER,hypothetical protein,G12WB-2518,
G12WB-1233-MONOMER,conjugative transposon protein,G12WB-1233,
G12WB-2852-MONOMER,membrane protein,G12WB-2852,CCI-PM-BAC-POS-GP
G12WB-881-MONOMER,anti-sigma F factor antagonist,G12WB-881,
G12WB-3189-MONOMER,"glucose-glucoside family PTS, enzyme IIA component",G12WB-3189,
G12WB-1464-MONOMER,RNase Y,G12WB-1464,CCI-PM-BAC-POS-GP
G12WB-1812-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1812,CCI-PM-BAC-POS-GP
G12WB-2169-MONOMER,hypothetical protein,G12WB-2169,
G12WB-3702-MONOMER,peptidase T,G12WB-3702,
G12WB-514-MONOMER,conjugative transposon protein,G12WB-514,CCI-PM-BAC-POS-GP
G12WB-2502-MONOMER,"glycine reductase complex component B, gamma subunit (selenocysteine)",G12WB-2502,CCI-CYTOSOL-GP
G12WB-1219-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1219,CCI-PM-BAC-POS-GP
G12WB-2838-MONOMER,membrane protein,G12WB-2838,CCI-PM-BAC-POS-GP
G12WB-866-MONOMER,tRNA sulfurtransferase,G12WB-866,CCI-CYTOSOL-GP
G12WB-3174-MONOMER,cytochrome C assembly protein,G12WB-3174,CCI-PM-BAC-POS-GP
G12WB-145-MONOMER,50S ribosomal protein L30,G12WB-145,CCI-RIBOSOME-GP
G12WB-1797-MONOMER,bifunctional glycine dehydrogenase/aminomethyl transferase,G12WB-1797,
G12WB-2154-MONOMER,hypothetical protein,G12WB-2154,
G12WB-3688-MONOMER,type IV pilin,G12WB-3688,CCI-PM-BAC-POS-GP
G12WB-2489-MONOMER,membrane protein,G12WB-2489,CCI-PM-BAC-POS-GP
G12WB-1204-MONOMER,molybdenum cofactor biosynthesis protein,G12WB-1204,
G12WB-2823-MONOMER,"putative oligopeptide ABC transporter, substrate-binding protein",G12WB-2823,CCI-PM-BAC-POS-GP
G12WB-501-MONOMER,isocaprenoyl-CoA:2-hydroxyisocaproate CoA-transferase,G12WB-501,
G12WB-850-MONOMER,hypothetical protein,G12WB-850,
G12WB-316-MONOMER,spore coat protein,G12WB-316,
G12WB-1435-MONOMER,membrane protein,G12WB-1435,CCI-PM-BAC-POS-GP
G12WB-1780-MONOMER,hypothetical protein,G12WB-1780,
G12WB-214-MONOMER,hypothetical protein,G12WB-214,
G12WB-3673-MONOMER,septum formation initiation protein,G12WB-3673,CCI-PM-BAC-POS-GP
G12WB-2474-MONOMER,transketolase,G12WB-2474,
G12WB-119-MONOMER,NADP-dependent dehydrogenase,G12WB-119,
G12WB-2809-MONOMER,rRNA small subunit methyltransferase,G12WB-2809,CCI-CYTOSOL-GP
G12WB-486-MONOMER,conjugative transposon protein,G12WB-486,CCI-PM-BAC-POS-GP
G12WB-836-MONOMER,bifunctional carbon monoxide dehydrogenase/synthase complex subunit delta,G12WB-836,
G12WB-3145-MONOMER,CRISPR-associated autoregulator DevR family protein,G12WB-3145,
G12WB-142-MONOMER,50S ribosomal protein L6,G12WB-142,CCI-RIBOSOME-GP
G12WB-1764-MONOMER,two-component sensor histidine kinase,G12WB-1764,CCI-PM-BAC-POS-GP
G12WB-2125-MONOMER,NUDIX family hydrolase,G12WB-2125,
G12WB-3659-MONOMER,uracil phosphoribosyltransferase,G12WB-3659,
G12WB-246-MONOMER,RNA-binding protein,G12WB-246,CCI-CYTOSOL-GP
G12WB-1175-MONOMER,electron transfer flavoprotein subunit beta,G12WB-1175,
G12WB-2793-MONOMER,sporulation sigma factor SigG,G12WB-2793,
G12WB-470-MONOMER,"ABC transporter, ATP-binding protein",G12WB-470,
G12WB-821-MONOMER,arginyl-tRNA ligase,G12WB-821,CCI-CYTOSOL-GP
G12WB-3130-MONOMER,signaling protein,G12WB-3130,CCI-PM-BAC-POS-GP
G12WB-1405-MONOMER,hypothetical protein,G12WB-1405,
G12WB-1748-MONOMER,hypothetical protein,G12WB-1748,CCI-PM-BAC-POS-GP
G12WB-2109-MONOMER,hypothetical protein,G12WB-2109,
G12WB-3644-MONOMER,regulator of spore germination,G12WB-3644,
G12WB-2444-MONOMER,HTH-type transcriptional regulator,G12WB-2444,
G12WB-1160-MONOMER,ATP-dependent helicase/nuclease subunit A,G12WB-1160,
G12WB-2779-MONOMER,hypothetical protein,G12WB-2779,CCI-PM-BAC-POS-GP
G12WB-457-MONOMER,HAD-superfamily hydrolase,G12WB-457,
G12WB-807-MONOMER,Ktr potassium transport system protein B,G12WB-807,
G12WB-3116-MONOMER,site-specific integrase,G12WB-3116,
G12WB-1390-MONOMER,transfer RNA (guanine-N(1)-)-methyltransferase,G12WB-1390,CCI-CYTOSOL-GP
G12WB-1732-MONOMER,O-acetyl-serine thiol-lyase A,G12WB-1732,
G12WB-2094-MONOMER,LysR family transcriptional regulator,G12WB-2094,
G12WB-363-MONOMER,flagellar protein FliZ,G12WB-363,CCI-PM-BAC-POS-GP
G12WB-243-MONOMER,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,G12WB-243,
G12WB-1142-MONOMER,"putative polyamine ABC transporter, substrate-binding protein",G12WB-1142,
G12WB-2764-MONOMER,M24 family peptidase,G12WB-2764,
G12WB-4488-MONOMER,Putative N-acetylmuramoyl-L-alanine amidase,G12WB-4488,
G12WB-793-MONOMER,ATP-dependent peptidase,G12WB-793,CCI-PM-BAC-POS-GP
G12WB-3101-MONOMER,hypothetical protein,G12WB-3101,
G12WB-1376-MONOMER,hypothetical protein,G12WB-1376,CCI-PM-BAC-POS-GP
