Proteins	Common-Name	Genes of polypeptide, complex, or RNA	Locations
FY484_RS18980-MONOMER	DNA-3-methyladenine glycosylase 2 family protein	FY484_RS18980	CCI-CYTOSOL-GN
FY484_RS10670-MONOMER	flagellar protein FliT	FY484_RS10670	CCO-CELL-PROJECTION
FY484_RS03295-MONOMER	putative transporter	FY484_RS03295	
FY484_RS12685-MONOMER	translocation and assembly module protein TamA	FY484_RS12685	CCI-OUTER-MEM-GN
FY484_RS05300-MONOMER	AsmA family protein	FY484_RS05300	CCI-PM-BAC-NEG-GN
FY484_RS14665-MONOMER	DsbA family protein	FY484_RS14665	
FY484_RS07235-MONOMER	cytochrome <i>cbb<sub>3</sub></i> oxidase subunit III	FY484_RS07235	CCI-PM-BAC-NEG-GN
FY484_RS01075-MONOMER	iron(III)-hydroxamate ABC transporter substrate-binding protein	FY484_RS01075	CCI-PERI-BAC-GN
FY484_RS16950-MONOMER	glutathione S-transferase N-terminal domain-containing protein	FY484_RS16950	
FY484_RS09205-MONOMER	Tol-Pal system protein TolQ	FY484_RS09205	CCI-PM-BAC-NEG-GN
FY484_RS18900-MONOMER	TetR/AcrR family transcriptional regulator	FY484_RS18900	
FY484_RS10590-MONOMER	flagellar biosynthetic protein FliO	FY484_RS10590	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
FY484_RS03210-MONOMER	putative ammonium transporter	FY484_RS03210	
FY484_RS12600-MONOMER	ribosome hibernation promoting factor	FY484_RS12600	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN
FY484_RS05200-MONOMER	excinuclease ABC subunit UvrB	FY484_RS05200	
FY484_RS14585-MONOMER	putative transporter, hydroxy/aromatic amino acid permease family	FY484_RS14585	CCI-PM-BAC-NEG-GN
FY484_RS07155-MONOMER	vancomycin resistance protein	FY484_RS07155	CCO-MEMBRANE
FY484_RS00990-MONOMER	VSP-I; hypothetical protein	FY484_RS00990	
FY484_RS16865-MONOMER	DUF2861 family protein	FY484_RS16865	
FY484_RS09125-MONOMER	low-affinity glucose transporter	FY484_RS09125	CCI-PM-BAC-NEG-GN
FY484_RS18815-MONOMER	transporter substrate-binding domain-containing protein	FY484_RS18815	
FY484_RS10505-MONOMER	ferric iron uptake transcriptional regulator Fur	FY484_RS10505	CCI-CYTOSOL-GN
FY484_RS03130-MONOMER	ABC transporter ATP-binding protein	FY484_RS03130	
FY484_RS12515-MONOMER	RidA family protein	FY484_RS12515	CCI-CYTOSOL-GN
FY484_RS05115-MONOMER	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	FY484_RS05115	CCI-CYTOSOL-GN
FY484_RS14500-MONOMER	histidine kinase	FY484_RS14500	
FY484_RS07070-MONOMER	PAS domain-containing methyl-accepting chemotaxis protein	FY484_RS07070	CCO-MEMBRANE
FY484_RS00910-MONOMER	ABC transporter ATP-binding protein	FY484_RS00910	
FY484_RS16775-MONOMER	PhnA domain-containing protein	FY484_RS16775	CCI-CYTOSOL-GN
FY484_RS09035-MONOMER	hypothetical protein	FY484_RS09035	
FY484_RS18730-MONOMER	DUF3541 domain-containing protein	FY484_RS18730	
FY484_RS10420-MONOMER	2-oxoglutarate dehydrogenase E1 component	FY484_RS10420	CCI-CYTOSOL-GN
FY484_RS03040-MONOMER	cell division protein ZapE	FY484_RS03040	CCI-CYTOSOL-GN
FY484_RS12390-MONOMER	3-isopropylmalate dehydratase small subunit	FY484_RS12390	CCI-CYTOSOL-GN
FY484_RS05035-MONOMER	transmembrane regulatory protein	FY484_RS05035	CCI-PM-BAC-NEG-GN
FY484_RS14420-MONOMER	immunity protein TsiV3	FY484_RS14420	
FY484_RS06990-MONOMER	DUF2256 domain-containing protein	FY484_RS06990	
FY484_RS00770-MONOMER	HTH-type transcriptional repressor FabR	FY484_RS00770	
FY484_RS16695-MONOMER	histidine kinase	FY484_RS16695	CCI-PM-BAC-NEG-GN
FY484_RS08945-MONOMER	AlpA family transcriptional regulator	FY484_RS08945	
FY484_RS18645-MONOMER	maltose ABC transporter membrane protein	FY484_RS18645	CCI-PM-BAC-NEG-GN
FY484_RS10340-MONOMER	flagellar biosynthesis protein FlhA	FY484_RS10340	CCI-PM-BAC-NEG-GN
FY484_RS02960-MONOMER	oxaloacetate decarboxylase Na<sup>+</sup> pump-1, &beta; subunit	FY484_RS02960	CCI-PM-BAC-NEG-GN
FY484_RS12305-MONOMER	2-octaprenyl-6-methoxyphenyl hydroxylase	FY484_RS12305	CCO-MEMBRANE
FY484_RS04940-MONOMER	phospho<em>enol</em>pyruvate&mdash;protein phosphotransferase PtsI	FY484_RS04940	CCI-CYTOSOL-GN
FY484_RS14330-MONOMER	sel1 repeat family protein	FY484_RS14330	
FY484_RS06900-MONOMER	hypothetical protein	FY484_RS06900	
FY484_RS00680-MONOMER	Cof-type HAD-IIB family hydrolase	FY484_RS00680	
FY484_RS16610-MONOMER	aspartate/tyrosine/aromatic aminotransferase	FY484_RS16610	CCI-CYTOSOL-GN
FY484_RS08860-MONOMER	restriction endonuclease subunit S	FY484_RS08860	
FY484_RS18560-MONOMER	AraC family transcriptional regulator	FY484_RS18560	CCO-MEMBRANE
FY484_RS10260-MONOMER	cytochrome c maturation protein E	FY484_RS10260	CCI-PM-BAC-NEG-GN
FY484_RS02835-MONOMER	protein-L-isoaspartate(D-aspartate) O-methyltransferase	FY484_RS02835	CCI-CYTOSOL-GN
FY484_RS12220-MONOMER	pyridoxine 5'-phosphate synthase	FY484_RS12220	CCI-CYTOSOL-GN
FY484_RS04860-MONOMER	peptidoglycan lytic transglycosylase RlpA	FY484_RS04860	CCI-OUTER-MEM-GN // CCI-PM-BAC-NEG-GN
FY484_RS14245-MONOMER	putative transporter, dicarboxylate/amino acid:cation symporter family	FY484_RS14245	
FY484_RS06815-MONOMER	histidine kinase	FY484_RS06815	CCI-PM-BAC-NEG-GN
FY484_RS00590-MONOMER	oxygen-independent coproporphyrinogen III oxidase	FY484_RS00590	CCI-CYTOSOL-GN
FY484_RS16510-MONOMER	GNAT family N-acetyltransferase	FY484_RS16510	
FY484_RS08775-MONOMER	DUF4056 domain-containing protein	FY484_RS08775	
FY484_RS18480-MONOMER	heme utilization cystosolic carrier protein HutX	FY484_RS18480	CCI-CYTOSOL-GN
FY484_RS10170-MONOMER	putative Na<sup>+</sup>:H<sup>+</sup> antiporter	FY484_RS10170	CCI-PM-BAC-NEG-GN
FY484_RS02745-MONOMER	VSP-II; tyrosine-type recombinase/integrase	FY484_RS02745	
FY484_RS12140-MONOMER	TIGR00153 family protein	FY484_RS12140	
FY484_RS04780-MONOMER	rugosity and biofilm structure modulator B	FY484_RS04780	
FY484_RS14150-MONOMER	phosphate ABC transporter substrate-binding protein	FY484_RS14150	CCI-EXTRACELLULAR-GN // CCI-PERI-BAC-GN
FY484_RS06735-MONOMER	tripartite tricarboxylate transporter TctB family protein	FY484_RS06735	CCO-MEMBRANE
FY484_RS00490-MONOMER	transcriptional repressor LexA	FY484_RS00490	
FY484_RS16410-MONOMER	VOC family protein	FY484_RS16410	
FY484_RS08685-MONOMER	glucose-1-phosphate adenylyltransferase 1	FY484_RS08685	
FY484_RS18400-MONOMER	hypothetical protein	FY484_RS18400	
FY484_RS10075-MONOMER	beta-ketoacyl-ACP synthase II	FY484_RS10075	CCI-CYTOSOL-GN
FY484_RS02645-MONOMER	VSP-II; inovirus Gp2 family protein	FY484_RS02645	
FY484_RS12060-MONOMER	putative type IVa pilus platform protein PilC	FY484_RS12060	CCI-PM-BAC-NEG-GN
FY484_RS04700-MONOMER	vibriobactin efflux pump periplasmic adaptor protein	FY484_RS04700	CCO-MEMBRANE
FY484_RS14065-MONOMER	GGDEF domain-containing protein	FY484_RS14065	
FY484_RS06650-MONOMER	putative transporter, divalent anion:Na<sup>+</sup> symporter family	FY484_RS06650	CCO-MEMBRANE
FY484_RS00405-MONOMER	putative transporter, DMT family	FY484_RS00405	CCO-MEMBRANE
FY484_RS16285-MONOMER	hypothetical protein	FY484_RS16285	
FY484_RS08600-MONOMER	YgiQ family radical SAM protein	FY484_RS08600	
FY484_RS18305-MONOMER	D-serine ammonia-lyase	FY484_RS18305	
FY484_RS09995-MONOMER	ChaN family lipoprotein	FY484_RS09995	
FY484_RS02560-MONOMER	class II fructose-bisphosphate aldolase	FY484_RS02560	CCI-CYTOSOL-GN
FY484_RS11965-MONOMER	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	FY484_RS11965	CCI-CYTOSOL-GN
FY484_RS04600-MONOMER	transcriptional regulator GcvA	FY484_RS04600	
FY484_RS13985-MONOMER	methyl-accepting chemotaxis protein	FY484_RS13985	CCO-MEMBRANE
FY484_RS06565-MONOMER	methyl-accepting chemotaxis protein	FY484_RS06565	CCO-MEMBRANE
FY484_RS00290-MONOMER	&gamma; carbonic anhydrase monomer	FY484_RS00290	
FY484_RS16175-MONOMER	DUF3265 domain-containing protein	FY484_RS16175	
FY484_RS08515-MONOMER	hypothetical protein	FY484_RS08515	
FY484_RS18215-MONOMER	hypothetical protein	FY484_RS18215	
FY484_RS09905-MONOMER	alpha/beta hydrolase	FY484_RS09905	
FY484_RS02480-MONOMER	type IV pilus retraction ATPase PilT	FY484_RS02480	
FY484_RS11885-MONOMER	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	FY484_RS11885	CCI-CYTOSOL-GN
FY484_RS04515-MONOMER	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	FY484_RS04515	
FY484_RS13890-MONOMER	HTH-type transcriptional regulator MalT	FY484_RS13890	
FY484_RS06480-MONOMER	chitin oligosaccharide deacetylase	FY484_RS06480	CCI-EXTRACELLULAR-GN
FY484_RS00210-MONOMER	DUF3157 family protein	FY484_RS00210	
FY484_RS16055-MONOMER	DUF4144 domain-containing protein	FY484_RS16055	
FY484_RS08425-MONOMER	envelope stress response membrane protein PspB	FY484_RS08425	CCO-MEMBRANE
FY484_RS18135-MONOMER	sugar O-acetyltransferase	FY484_RS18135	CCI-CYTOSOL-GN
FY484_RS09825-MONOMER	XRE family transcriptional regulator	FY484_RS09825	
FY484_RS02355-MONOMER	peptidylprolyl isomerase SurA	FY484_RS02355	CCI-PERI-BAC-GN
FY484_RS11800-MONOMER	glutamate synthase 1 large subunit	FY484_RS11800	
FY484_RS04430-MONOMER	molecular chaperone DnaJ	FY484_RS04430	CCI-CYTOSOL-GN
FY484_RS13800-MONOMER	ATP synthase F<sub>o</sub> complex subunit b	FY484_RS13800	CCI-PM-BAC-NEG-GN
FY484_RS06395-MONOMER	imelysin family protein	FY484_RS06395	
FY484_RS00125-MONOMER	sulfurtransferase TusA	FY484_RS00125	CCI-CYTOSOL-GN
FY484_RS15940-MONOMER	GNAT family N-acetyltransferase	FY484_RS15940	
FY484_RS08345-MONOMER	hypothetical protein	FY484_RS08345	
FY484_RS18050-MONOMER	co-chaperone GroES-2	FY484_RS18050	CCI-CYTOSOL-GN
FY484_RS02270-MONOMER	putative TAXI-TRAP type transporter membrane protein	FY484_RS02270	CCO-MEMBRANE
FY484_RS11720-MONOMER	DUF3545 family protein	FY484_RS11720	
FY484_RS04330-MONOMER	toxin-coregulated pilus/cholera toxin regulator	FY484_RS04330	CCI-CYTOSOL-GN
FY484_RS13650-MONOMER	EAL domain-containing protein	FY484_RS13650	CCI-PM-BAC-NEG-GN
FY484_RS06305-MONOMER	nucleoside triphosphate pyrophosphohydrolase family protein	FY484_RS06305	
FY484_RS00030-MONOMER	ribonuclease P protein component	FY484_RS00030	
FY484_RS15830-MONOMER	type II toxin-antitoxin system, ParE3 toxin	FY484_RS15830	
FY484_RS08255-MONOMER	ribosome recycling factor family protein	FY484_RS08255	
FY484_RS17960-MONOMER	hypothetical protein	FY484_RS17960	
FY484_RS02190-MONOMER	mannose-sensitive hemagglutinin, minor pilin MshO	FY484_RS02190	
FY484_RS11640-MONOMER	HD-GYP domain-containing protein	FY484_RS11640	
FY484_RS04245-MONOMER	ToxR-activated gene A protein	FY484_RS04245	CCI-PM-BAC-NEG-GN
FY484_RS06220-MONOMER	thiopurine S-methyltransferase	FY484_RS06220	CCI-CYTOSOL-GN
FY484_RS13585-MONOMER	molecular chaperone Hsp33	FY484_RS13585	CCI-CYTOSOL-GN
FY484_RS15710-MONOMER	hypothetical protein	FY484_RS15710	
FY484_RS08170-MONOMER	bifunctional L-2,4-diaminobutyrate aminotransferase / L-2,4-diaminobutyrate decarboxylase	FY484_RS08170	
FY484_RS17890-MONOMER	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	FY484_RS17890	
FY484_RS02110-MONOMER	DNA-binding transcriptional regulator QstR	FY484_RS02110	
FY484_RS11560-MONOMER	exodeoxyribonuclease V subunit alpha	FY484_RS11560	
FY484_RS04150-MONOMER	citrate lyase holo-[acyl-carrier protein] synthase	FY484_RS04150	
FY484_RS06115-MONOMER	histidine utilization repressor	FY484_RS06115	
FY484_RS13505-MONOMER	Fe-S biogenesis protein NfuA	FY484_RS13505	
FY484_RS15600-MONOMER	type II toxin-antitoxin system, RelB2 antitoxin	FY484_RS15600	
FY484_RS08085-MONOMER	ABC transporter permease	FY484_RS08085	CCI-PM-BAC-NEG-GN
FY484_RS15575-MONOMER	lecithin retinol acyltransferase family protein	FY484_RS15575	
FY484_RS08070-MONOMER	hypothetical protein	FY484_RS08070	
FY484_RS17780-MONOMER	arginine ABC transporter ATP-binding protein	FY484_RS17780	CCI-PM-BAC-NEG-GN
FY484_RS01985-MONOMER	glucose-6-phosphate isomerase	FY484_RS01985	CCI-CYTOSOL-GN
FY484_RS11460-MONOMER	Na<sup>+</sup>-translocating NADH:ubiquinone oxidoreductase subunit A	FY484_RS11460	CCO-MEMBRANE
FY484_RS04055-MONOMER	ferric-catecholate ABC transporter ATP-binding protein	FY484_RS04055	
FY484_RS06015-MONOMER	GGDEF domain-containing protein	FY484_RS06015	CCI-PM-BAC-NEG-GN
FY484_RS13400-MONOMER	aspartate ammonia-lyase	FY484_RS13400	CCI-CYTOSOL-GN
FY484_RS15485-MONOMER	hypothetical protein	FY484_RS15485	
FY484_RS07980-MONOMER	acetolactate oxidoreductase	FY484_RS07980	
FY484_RS01920-MONOMER	30S ribosomal protein S7	FY484_RS01920	CCI-RIBOSOME-GN
FY484_RS17685-MONOMER	DUF496 family protein	FY484_RS17685	CCI-CYTOSOL-GN
FY484_RS11380-MONOMER	putative transporter, nucleobase:cation symporter-2 family	FY484_RS11380	CCI-PM-BAC-NEG-GN
FY484_RS03970-MONOMER	outer membrane protein assembly factor BamB	FY484_RS03970	CCI-OUTER-MEM-GN
FY484_RS13320-MONOMER	malate dehydrogenase	FY484_RS13320	
FY484_RS15380-MONOMER	lipocalin family protein	FY484_RS15380	CCI-CYTOSOL-GN // CCI-OUTER-MEM-GN
FY484_RS07895-MONOMER	class II fumarate hydratase	FY484_RS07895	CCI-CYTOSOL-GN
FY484_RS01840-MONOMER	<i>N</i>-acetylmuramoyl-L-alanine amidase	FY484_RS01840	CCI-PERI-BAC-GN
FY484_RS17600-MONOMER	molybdate ABC transporter membrane protein	FY484_RS17600	CCI-PM-BAC-NEG-GN
FY484_RS19570-MONOMER	type II toxin-antitoxin system, transcription factor-like antitoxin	FY484_RS19570	
FY484_RS11300-MONOMER	type I methionyl aminopeptidase	FY484_RS11300	CCI-CYTOSOL-GN
FY484_RS03890-MONOMER	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	FY484_RS03890	CCI-CYTOSOL-GN
FY484_RS13235-MONOMER	chaperonin GroEL-1	FY484_RS13235	CCI-CYTOSOL-GN
FY484_RS05870-MONOMER	hypothetical protein	FY484_RS05870	
FY484_RS15280-MONOMER	SDR family oxidoreductase	FY484_RS15280	
FY484_RS07815-MONOMER	glycerophosphoryl diester phosphodiesterase	FY484_RS07815	
FY484_RS01720-MONOMER	DNA-directed RNA polymerase subunit beta	FY484_RS01720	
FY484_RS17520-MONOMER	pyruvate kinase	FY484_RS17520	CCI-CYTOSOL-GN
FY484_RS09780-MONOMER	septum site-determining protein MinC	FY484_RS09780	
FY484_RS19465-MONOMER	hypothetical protein	FY484_RS19465	
FY484_RS11220-MONOMER	DNA polymerase III subunit alpha	FY484_RS11220	CCI-CYTOSOL-GN
FY484_RS03805-MONOMER	phosphate ABC transporter membrane protein	FY484_RS03805	CCI-PM-BAC-NEG-GN
FY484_RS13155-MONOMER	N-acetyl-gamma-glutamyl-phosphate reductase	FY484_RS13155	CCI-CYTOSOL-GN
FY484_RS05790-MONOMER	imidazole glycerol phosphate synthase subunit HisF	FY484_RS05790	CCI-CYTOSOL-GN
FY484_RS15160-MONOMER	type VI secretion system, evolved PAAR-domain containing protein	FY484_RS15160	
FY484_RS07735-MONOMER	fructosamine kinase family protein	FY484_RS07735	
FY484_RS01590-MONOMER	hypothetical protein	FY484_RS01590	
FY484_RS17440-MONOMER	phasin family protein	FY484_RS17440	
FY484_RS09685-MONOMER	acyl-CoA thioesterase	FY484_RS09685	
FY484_RS19370-MONOMER	ABC transporter ATP-binding protein	FY484_RS19370	
FY484_RS11140-MONOMER	phosphoribosylglycinamide formyltransferase	FY484_RS11140	CCI-CYTOSOL-GN
FY484_RS03700-MONOMER	ribosome-associated translation inhibitor RaiA	FY484_RS03700	CCI-RIBOSOME-GN
FY484_RS13075-MONOMER	ExeA family protein	FY484_RS13075	CCO-MEMBRANE
FY484_RS05710-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase family protein	FY484_RS05710	
FY484_RS15075-MONOMER	multidrug efflux pump EmrD-3	FY484_RS15075	CCI-PM-BAC-NEG-GN
FY484_RS07650-MONOMER	HAMP domain-containing sensor histidine kinase	FY484_RS07650	CCI-PM-BAC-NEG-GN
FY484_RS01505-MONOMER	LacI family DNA-binding transcriptional regulator	FY484_RS01505	
FY484_RS17350-MONOMER	nuclear transport factor 2 family protein	FY484_RS17350	
FY484_RS09595-MONOMER	HU family DNA-binding protein	FY484_RS09595	CCI-CYTOSOL-GN
FY484_RS19290-MONOMER	putative flagella assembly protein	FY484_RS19290	
FY484_RS11055-MONOMER	VibF non-ribosomal peptide synthase	FY484_RS11055	
FY484_RS03620-MONOMER	K<sup>+</sup>:H<sup>+</sup> antiporter NhaP3	FY484_RS03620	CCO-MEMBRANE
FY484_RS12995-MONOMER	hydrolase	FY484_RS12995	
FY484_RS05625-MONOMER	diguanylate cyclase CdgK	FY484_RS05625	CCI-PM-BAC-NEG-GN
FY484_RS14990-MONOMER	HTH-type transcriptional regulator UlaR	FY484_RS14990	
FY484_RS07570-MONOMER	hypothetical protein	FY484_RS07570	
FY484_RS01415-MONOMER	hemolysin family protein	FY484_RS01415	CCI-PM-BAC-NEG-GN
FY484_RS17265-MONOMER	DedA family protein	FY484_RS17265	CCI-PM-BAC-NEG-GN
FY484_RS09515-MONOMER	disulfide bond formation protein DsbB	FY484_RS09515	CCI-PM-BAC-NEG-GN
FY484_RS19210-MONOMER	coniferyl aldehyde dehydrogenase	FY484_RS19210	CCI-CYTOSOL-GN
FY484_RS10975-MONOMER	flagellar basal body P-ring protein FlgI	FY484_RS10975	CCI-PERI-BAC-GN // CCO-CELL-PROJECTION
FY484_RS03540-MONOMER	phospho<em>enol</em>pyruvate&mdash;protein phosphotransferase PtsP	FY484_RS03540	CCI-CYTOSOL-GN
FY484_RS12910-MONOMER	50S ribosomal protein L23	FY484_RS12910	CCI-RIBOSOME-GN
FY484_RS05545-MONOMER	H-NOX system response regulator	FY484_RS05545	
FY484_RS14910-MONOMER	ferric-catecholate ABC transporter ATP-binding protein	FY484_RS14910	
FY484_RS07490-MONOMER	glutaredoxin family protein	FY484_RS07490	
FY484_RS01310-MONOMER	(2<i>R</i>)-2,4-dihydroxybutanoate-CoA ligase	FY484_RS01310	CCO-MEMBRANE
FY484_RS17180-MONOMER	LysR family transcriptional regulator	FY484_RS17180	
FY484_RS09435-MONOMER	putative cyclic di-GMP receptor PlzB	FY484_RS09435	
FY484_RS19130-MONOMER	MBL fold metallo-hydrolase	FY484_RS19130	
FY484_RS10815-MONOMER	3-deoxy-8-phosphooctulonate synthase	FY484_RS10815	CCI-CYTOSOL-GN
FY484_RS03460-MONOMER	SCP2 domain-containing protein	FY484_RS03460	CCI-CYTOSOL-GN
FY484_RS12830-MONOMER	50S ribosomal protein L30	FY484_RS12830	CCI-RIBOSOME-GN
FY484_RS05460-MONOMER	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	FY484_RS05460	
FY484_RS14825-MONOMER	histidine kinase	FY484_RS14825	CCO-MEMBRANE
FY484_RS07395-MONOMER	phage/plasmid replication protein, II/X family	FY484_RS07395	
FY484_RS01225-MONOMER	putative core oligosaccharide synthesis protein WavH	FY484_RS01225	
FY484_RS17095-MONOMER	molybdopterin molybdotransferase MoeA	FY484_RS17095	CCI-CYTOSOL-GN
FY484_RS09355-MONOMER	methyl-accepting chemotaxis protein	FY484_RS09355	CCO-MEMBRANE
FY484_RS19045-MONOMER	hypothetical protein	FY484_RS19045	
FY484_RS10735-MONOMER	DUF2897 family protein	FY484_RS10735	CCO-MEMBRANE
FY484_RS03365-MONOMER	dihydropteroate synthase	FY484_RS03365	CCI-CYTOSOL-GN
FY484_RS12750-MONOMER	2',3'-cyclic-nucleotide 2'-phosphodiesterase	FY484_RS12750	CCI-PERI-BAC-GN
FY484_RS05375-MONOMER	adenine phosphoribosyltransferase	FY484_RS05375	CCI-CYTOSOL-GN
FY484_RS14730-MONOMER	D-lactate dehydrogenase	FY484_RS14730	
FY484_RS07305-MONOMER	RstB1 protein	FY484_RS07305	
FY484_RS01145-MONOMER	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	FY484_RS01145	CCI-CYTOSOL-GN
FY484_RS17015-MONOMER	putative transporter, DMT family	FY484_RS17015	CCO-MEMBRANE
FY484_RS09270-MONOMER	YchJ family protein	FY484_RS09270	
FY484_RS18965-MONOMER	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaD	FY484_RS18965	CCO-MEMBRANE
FY484_RS10655-MONOMER	sensor histidine kinase FlrB	FY484_RS10655	
FY484_RS03275-MONOMER	<i>N,N'</i>-diaccetylchitobiose ABC transporter substrate-binding protein	FY484_RS03275	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
FY484_RS12670-MONOMER	inorganic diphosphatase	FY484_RS12670	CCI-CYTOSOL-GN
FY484_RS05280-MONOMER	methionine--tRNA ligase	FY484_RS05280	CCI-CYTOSOL-GN
FY484_RS14650-MONOMER	MoxR family ATPase	FY484_RS14650	
FY484_RS07220-MONOMER	cbb3-type cytochrome oxidase assembly protein CcoS	FY484_RS07220	CCO-MEMBRANE
FY484_RS01060-MONOMER	ABC transporter ATP-binding/membrane protein	FY484_RS01060	CCO-MEMBRANE
FY484_RS16930-MONOMER	M48 family metallopeptidase	FY484_RS16930	CCO-MEMBRANE
FY484_RS09190-MONOMER	Tol-Pal system beta propeller repeat protein TolB	FY484_RS09190	CCI-PERI-BAC-GN
FY484_RS18885-MONOMER	ABC family multidrug efflux transporter VcaM	FY484_RS18885	CCO-MEMBRANE
FY484_RS10575-MONOMER	flagellar type III secretion system protein FliR	FY484_RS10575	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
FY484_RS03195-MONOMER	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	FY484_RS03195	CCI-CYTOSOL-GN
FY484_RS12585-MONOMER	lipopolysaccharide transport system, periplasmic protein LptA	FY484_RS12585	CCI-PERI-BAC-GN // CCI-OUTER-MEM-GN
FY484_RS05180-MONOMER	electron transport complex subunit RsxC	FY484_RS05180	CCI-PM-BAC-NEG-GN
FY484_RS14570-MONOMER	Na<sup>+</sup>:H<sup>+</sup> antiporter subunit A'	FY484_RS14570	CCI-PM-BAC-NEG-GN
FY484_RS07140-MONOMER	putative transporter	FY484_RS07140	CCI-PM-BAC-NEG-GN
FY484_RS00975-MONOMER	VSP-I; CD-NTase-associated protein 3	FY484_RS00975	
FY484_RS16850-MONOMER	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	FY484_RS16850	CCI-PM-BAC-NEG-GN
FY484_RS09110-MONOMER	sigma-54-dependent Fis family transcriptional regulator	FY484_RS09110	
FY484_RS18800-MONOMER	transporter substrate-binding domain-containing protein	FY484_RS18800	
FY484_RS10490-MONOMER	CidA/LrgA family protein	FY484_RS10490	CCI-PM-BAC-NEG-GN
FY484_RS03115-MONOMER	hypoxanthine phosphoribosyltransferase	FY484_RS03115	CCI-CYTOSOL-GN
FY484_RS12500-MONOMER	ornithine carbamoyltransferase	FY484_RS12500	CCI-CYTOSOL-GN
FY484_RS05100-MONOMER	hub of the pole	FY484_RS05100	CCO-MEMBRANE
FY484_RS14485-MONOMER	glycerol-3-phosphate:phosphate antiporter	FY484_RS14485	
FY484_RS07055-MONOMER	cluster I/F9 chemosensory system, chemotaxis protein CheW0	FY484_RS07055	CCI-CYTOSOL-GN
FY484_RS00865-MONOMER	DNA helicase Rep	FY484_RS00865	CCI-CYTOSOL-GN
FY484_RS16760-MONOMER	bifunctional metallophosphatase/5'-nucleotidase	FY484_RS16760	CCI-PERI-BAC-GN
FY484_RS09020-MONOMER	DDE-type integrase/transposase/recombinase	FY484_RS09020	
FY484_RS18710-MONOMER	DUF3612 domain-containing protein	FY484_RS18710	
FY484_RS10405-MONOMER	succinate--CoA ligase subunit alpha	FY484_RS10405	CCI-CYTOSOL-GN
FY484_RS03025-MONOMER	serine endopeptidase	FY484_RS03025	
FY484_RS12375-MONOMER	2-isopropylmalate synthase	FY484_RS12375	CCI-CYTOSOL-GN
FY484_RS05020-MONOMER	TIGR01777 family oxidoreductase	FY484_RS05020	
FY484_RS14395-MONOMER	type VI secretion system, TssA-like protein	FY484_RS14395	
FY484_RS06975-MONOMER	outer membrane beta-barrel protein	FY484_RS06975	
FY484_RS00755-MONOMER	cell division protein FtsX	FY484_RS00755	CCI-PM-BAC-NEG-GN
FY484_RS16680-MONOMER	ribosome biogenesis GTPase YlqF	FY484_RS16680	CCI-CYTOSOL-GN
FY484_RS08930-MONOMER	N-acetylmannosamine kinase	FY484_RS08930	
FY484_RS18630-MONOMER	acyl-CoA thioesterase	FY484_RS18630	CCI-CYTOSOL-GN
FY484_RS10325-MONOMER	RNA polymerase sigma factor FliA	FY484_RS10325	CCI-CYTOSOL-GN
