Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
STM1698-MONOMER,secreted effector kinase,STM1698,CCI-EXTRACELLULAR-GN
STM0280-MONOMER,type VI secretion system-associated lipoprotein,STM0280,
STM1577-MONOMER,nitrate reductase 2 subunit alpha,STM1577,CCI-PM-BAC-NEG-GN
STM2076-MONOMER,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,STM2076,CCI-CYTOSOL-GN
STM2834-MONOMER,PTS glucitol/sorbitol transporter subunit IIA,STM2834,CCI-CYTOSOL-GN
STM0153-MONOMER,"pyruvate dehydrogenase, E2 component",STM0153,CCI-CYTOSOL-GN
STM2454-MONOMER,ethanolamine utilization protein,STM2454,
STM0536-MONOMER,peptidylprolyl isomerase,STM0536,
STM4258-MONOMER,putative methyl-accepting chemotaxis protein,STM4258,CCI-PM-BAC-NEG-GN
STM3209-MONOMER,30S ribosomal protein S21,STM3209,CCI-RIBOSOME-GN
STM3588-MONOMER,putative periplasmic protein,STM3588,
STM1951-MONOMER,L-cystine ABC transporter ATP-binding protein,STM1951,CCI-PM-BAC-NEG-GN
STM0928-MONOMER,sialidase,STM0928,
STM1306-MONOMER,N-succinylarginine dihydrolase,STM1306,
STM2327-MONOMER,NADH-quinone oxidoreductase subunit B,STM2327,CCI-PM-BAC-NEG-GN
STM3972-MONOMER,ubiquinone biosynthesis regulatory protein kinase,STM3972,CCI-PM-BAC-NEG-GN
STM4362-MONOMER,GTPase,STM4362,CCI-CYTOSOL-GN
STM3088-MONOMER,putative cytoplasmic protein,STM3088,
STM1682-MONOMER,lipid hydroperoxide peroxidase,STM1682,
STM0264-MONOMER,"DNA polymerase III, epsilon subunit",STM0264,CCI-CYTOSOL-GN
STM2711-MONOMER,Fels-2 prophage protein,STM2711,
STM2060-MONOMER,putative inner membrane protein,STM2060,CCI-PM-BAC-NEG-GN
STM2813-MONOMER,transcriptional repressor,STM2813,
STM0806-MONOMER,molybdopterin synthase catalytic subunit,STM0806,CCI-CYTOSOL-GN
STM2438-MONOMER,putative periplasmic protein,STM2438,
STM3193-MONOMER,thiol:disulfide interchange protein,STM3193,CCI-PERI-BAC-GN
STM3469-MONOMER,aminodeoxychorismate synthase component II,STM3469,CCI-CYTOSOL-GN
STM3572-MONOMER,16S rRNA (guanine(966)-N(2))-methyltransferase,STM3572,
STM0912-MONOMER,Fels-1 prophage protease subunits of ATP-dependent proteases,STM0912,
STM3836-MONOMER,DNA replication/repair protein,STM3836,CCI-CYTOSOL-GN
STM1290-MONOMER,type I glyceraldehyde-3-phosphate dehydrogenase,STM1290,CCI-CYTOSOL-GN
STM3956-MONOMER,putative PaaI protein,STM3956,
STM1184-MONOMER,flagellar hook-filament junction protein,STM1184,CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
STM4343-MONOMER,fumarate reductase flavoprotein subunit,STM4343,CCI-PM-BAC-NEG-GN
STM1665-MONOMER,putative cytoplasmic protein,STM1665,
STM1561-MONOMER,putative outer membrane or secreted lipoprotein,STM1561,
STM0242-MONOMER,proline--tRNA ligase,STM0242,CCI-CYTOSOL-GN
STM2044-MONOMER,putative diol dehydratase-reactivating factor small subunit,STM2044,
STM0137-MONOMER,8-oxo-dGTP diphosphatase,STM0137,
STM2797-MONOMER,putative arsR family regulatory protein,STM2797,
STM2422-MONOMER,purine-nucleoside phosphorylase,STM2422,CCI-CYTOSOL-GN
STM4242-MONOMER,conjugal transfer protein,STM4242,
STM3177-MONOMER,two-component system response regulator,STM3177,CCI-CYTOSOL-GN
STM3556-MONOMER,sn-glycerol-3-phosphate transport system permease protein,STM3556,CCI-PM-BAC-NEG-GN
STM1932-MONOMER,ferritin,STM1932,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN // CCI-CW-BAC-NEG-GN // CCI-EXTRACELLULAR-GN
STM0897-MONOMER,Fels-1 prophage protein,STM0897,
STM3939-MONOMER,adenylate cyclase,STM3939,CCI-CYTOSOL-GN
STM0518-MONOMER,hydroxypyruvate isomerase,STM0518,
STM1277-MONOMER,MarR family transcriptional regulator,STM1277,
STM4327-MONOMER,suppresses F exclusion of bacteriophage T7,STM4327,CCO-MEMBRANE
STM2311-MONOMER,putative inner membrane protein,STM2311,CCI-PM-BAC-NEG-GN
STM1649-MONOMER,putative cytoplasmic protein,STM1649,
STM0225-MONOMER,molecular chaperone,STM0225,CCI-PERI-BAC-GN
STM3072-MONOMER,ECF transporter S component,STM3072,CCO-MEMBRANE
STM2781-MONOMER,VirG localization protein,STM2781,CCI-CYTOSOL-GN
STM2400-MONOMER,putative inner membrane protein,STM2400,CCO-MEMBRANE
STM2695-MONOMER,Fels-2 prophage protein,STM2695,
STM3161-MONOMER,cystathionine beta-lyase,STM3161,CCI-CYTOSOL-GN
STM3540-MONOMER,putative inner membrane protein,STM3540,CCO-MEMBRANE
STM0788-MONOMER,formimidoylglutamase,STM0788,
STM0880-MONOMER,putrescine ABC transporter permease,STM0880,CCI-PM-BAC-NEG-GN
STM3919-MONOMER,polysaccharide chain length modulation protein,STM3919,CCI-PM-BAC-NEG-GN
STM3452-MONOMER,putative regulator,STM3452,
STM1260-MONOMER,mechanosensitive ion channel protein,STM1260,CCI-PM-BAC-NEG-GN
STM4311-MONOMER,IS200/IS605 family transposase,STM4311,
STM3820-MONOMER,cytochrome-c peroxidase,STM3820,CCO-MEMBRANE
STM1633-MONOMER,amino acid-binding protein,STM1633,
STM0209-MONOMER,serine endoprotease,STM0209,CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
STM1168-MONOMER,DUF480 domain-containing protein,STM1168,
STM2015-MONOMER,"L,D-transpeptidase",STM2015,CCI-PERI-BAC-GN // CCI-EXTRACELLULAR-GN
STM2383-MONOMER,penicillin-insensitive murein endopeptidase,STM2383,CCI-PERI-BAC-GN
STM1544-MONOMER,PhoPQ-regulated protein,STM1544,CCO-MEMBRANE
STM3145-MONOMER,hydrogenase 2-specific chaperone,STM3145,
STM3523-MONOMER,DeoR/GlpR family transcriptional regulator,STM3523,
STM0121-MONOMER,cell division protein,STM0121,CCI-PM-BAC-NEG-GN
STM2770-MONOMER,phase 1 flagellin transcriptional repressor,STM2770,
STM0864-MONOMER,DNA-binding transcriptional repressor,STM0864,
STM4226-MONOMER,phosphate-starvation-inducible protein,STM4226,CCI-PM-BAC-NEG-GN
STM3901-MONOMER,acetolactate synthase 2 catalytic subunit,STM3901,CCI-CYTOSOL-GN
STM1241-MONOMER,DinI family protein,STM1241,
STM4599-MONOMER,putative inner membrane protein,STM4599,
STM4295-MONOMER,AraC family transcriptional regulator,STM4295,
STM1617-MONOMER,putative ribulose-phosphate 3-epimerase,STM1617,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM1915-MONOMER,protein phosphatase,STM1915,CCI-CYTOSOL-GN // CCO-CELL-PROJECTION
STM0193-MONOMER,iron-hydroxamate transporter substrate-binding subunit,STM0193,CCI-PERI-BAC-GN
STM1993-MONOMER,phosphohydrolase,STM1993,
STM0502-MONOMER,iron ABC transporter ATP-binding protein,STM0502,CCO-MEMBRANE
STM2367-MONOMER,putative DedA family,STM2367,CCI-PM-BAC-NEG-GN
STM3129-MONOMER,NAD-dependent phenylacetaldehyde dehydrogenase,STM3129,
STM2295-MONOMER,nucleoside triphosphatase,STM2295,CCI-CYTOSOL-GN
STM2752-MONOMER,PTS sorbitol transporter subunit IIB,STM2752,CCI-PM-BAC-NEG-GN
STM0847-MONOMER,beta-aspartyl-peptidase,STM0847,CCI-CYTOSOL-GN
STM3056-MONOMER,FAD-dependent 2-octaprenylphenol hydroxylase,STM3056,
STM3509-MONOMER,pimeloyl-[acyl-carrier protein] methyl ester esterase,STM3509,CCI-CYTOSOL-GN
STM3877-MONOMER,aspartate--ammonia ligase,STM3877,CCI-CYTOSOL-GN
STM2677-MONOMER,4.5S-RNP protein,STM2677,CCI-CYTOSOL-GN
STM1225-MONOMER,spermidine/putrescine ABC transporter permease,STM1225,CCI-PM-BAC-NEG-GN
STM1601-MONOMER,D-alanyl-D-alanine dipeptidase,STM1601,CCO-MEMBRANE
STM0772-MONOMER,phosphoglyceromutase,STM0772,
STM0177-MONOMER,fimbrial protein,STM0177,CCI-PILUS-GN
STM1975-MONOMER,flagellar basal body-associated protein,STM1975,CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
STM3436-MONOMER,30S ribosomal protein S19,STM3436,CCI-RIBOSOME-GN
STM2351-MONOMER,histidine transport ATP-binding protein,STM2351,CCI-PM-BAC-NEG-GN
STM3112-MONOMER,murein transglycosylase C,STM3112,
STM3803-MONOMER,putative cytoplasmic protein,STM3803,
STM2736-MONOMER,Fels-2 prophage protein,STM2736,
STM0831-MONOMER,DNA starvation/stationary phase protection protein,STM0831,CCI-CYTOSOL-GN
STM1152-MONOMER,putative outer membrane lipoprotein,STM1152,
STM3493-MONOMER,peptidoglycan synthetase,STM3493,CCI-PM-BAC-NEG-GN
STM3861-MONOMER,glutamine--fructose-6-phosphate aminotransferase,STM3861,CCI-CYTOSOL-GN
STM1528-MONOMER,DUF4440 domain-containing protein,STM1528,
STM1209-MONOMER,beta-N-acetylhexosaminidase,STM1209,CCI-CYTOSOL-GN
STM1585-MONOMER,DUF903 domain-containing protein,STM1585,CCI-PM-BAC-NEG-GN
STM0105-MONOMER,putative DedA family membrane protein,STM0105,CCI-PM-BAC-NEG-GN
STM0161-MONOMER,2-keto-3-deoxygluconate permease,STM0161,CCI-PM-BAC-NEG-GN
STM4266-MONOMER,redox-sensitive transcriptional activator,STM4266,
STM4210-MONOMER,putative methyl-accepting chemotaxis protein,STM4210,
STM1959-MONOMER,flagellin,STM1959,CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
STM2335-MONOMER,hypothetical protein,STM2335,
STM4583-MONOMER,Trp operon repressor,STM4583,CCI-CYTOSOL-GN
STM3096-MONOMER,DUF179 domain-containing protein,STM3096,CCI-CYTOSOL-GN
STM2719-MONOMER,Fels-2 prophage protein,STM2719,
STM1899-MONOMER,Probable transcriptional regulatory protein,STM1899,CCI-CYTOSOL-GN
STM0814-MONOMER,putative inner membrane protein,STM0814,CCO-MEMBRANE
STM3477-MONOMER,uroporphyrinogen-III C-methyltransferase subunit,STM3477,
STM0486-MONOMER,recombination protein,STM0486,
STM3845-MONOMER,putative inner membrane protein,STM3845,
STM1193-MONOMER,3-oxoacyl-ACP synthase,STM1193,CCI-CYTOSOL-GN
STM2279-MONOMER,2Fe-2S ferredoxin,STM2279,
STM1569-MONOMER,formate dehydrogenase N subunit beta,STM1569,CCI-PM-BAC-NEG-GN
STM0145-MONOMER,nicotinate-nucleotide diphosphorylase,STM0145,CCI-CYTOSOL-GN
STM3039-MONOMER,isopentenyl-diphosphate delta-isomerase,STM3039,CCI-CYTOSOL-GN
STM4250-MONOMER,hypothetical protein,STM4250,
STM1940-MONOMER,putative cell wall-associated hydrolase,STM1940,
STM2660-MONOMER,ATP-dependent chaperone,STM2660,CCI-CYTOSOL-GN
STM0526-MONOMER,(S)-ureidoglycine aminohydrolase,STM0526,
STM2319-MONOMER,NADH-quinone oxidoreductase subunit K,STM2319,CCI-PM-BAC-NEG-GN
STM0750-MONOMER,cell division protein,STM0750,CCI-PERI-BAC-GN
STM3080-MONOMER,putative mannitol dehydrogenase,STM3080,CCI-CYTOSOL-GN
STM2703-MONOMER,Fels-2 prophage protein,STM2703,
STM3420-MONOMER,preprotein translocase subunit,STM3420,CCI-PM-BAC-NEG-GN
STM0797-MONOMER,dethiobiotin synthase,STM0797,CCI-CYTOSOL-GN
STM3461-MONOMER,monooxygenase,STM3461,
STM3790-MONOMER,DNA-binding response regulator,STM3790,CCI-CYTOSOL-GN
STM3828-MONOMER,2-oxo-3-deoxygalactonate 6-phosphate aldolase,STM3828,
STM1176-MONOMER,flagellar basal body rod modification protein,STM1176,CCO-CELL-PROJECTION
STM1136-MONOMER,phosphatase,STM1136,CCI-CYTOSOL-GN
STM1552-MONOMER,putative cytoplasmic protein,STM1552,
STM0129-MONOMER,UDP-N-acetylmuramate--L-alanine ligase,STM0129,CCI-CYTOSOL-GN
STM1512-MONOMER,dipeptidyl carboxypeptidase II,STM1512,CCI-PERI-BAC-GN // CCI-CYTOSOL-GN
STM4234-MONOMER,4-hydroxybenzoate polyprenyltransferase,STM4234,CCI-PM-BAC-NEG-GN
STM1923-MONOMER,flagellar motor stator protein,STM1923,CCI-PM-BAC-NEG-GN
STM0089-MONOMER,Co2+/Mg2+ efflux protein,STM0089,
STM0510-MONOMER,metal ABC transporter substrate-binding protein,STM0510,CCO-MEMBRANE
STM2303-MONOMER,4-amino-4-deoxy-L-arabinose-phospho-UDP flippase,STM2303,CCI-PM-BAC-NEG-GN
STM4194-MONOMER,putative cytoplasmic protein,STM4194,
STM3064-MONOMER,transcriptional regulator,STM3064,
STM2685-MONOMER,outer membrane protein assembly factor,STM2685,CCI-OUTER-MEM-GN
STM4567-MONOMER,2-deoxyribose-5-phosphate aldolase,STM4567,
STM0780-MONOMER,"multidrug efflux pump-associated protein, AcrZ family",STM0780,CCI-PM-BAC-NEG-GN
STM3444-MONOMER,bacterioferritin-associated ferredoxin,STM3444,
STM1883-MONOMER,phosphoribosylglycinamide formyltransferase 2,STM1883,CCI-CYTOSOL-GN
STM3812-MONOMER,cytochrome c biogenesis protein,STM3812,CCI-PM-BAC-NEG-GN
STM1160-MONOMER,N-methyltryptophan oxidase,STM1160,CCI-CYTOSOL-GN
STM0470-MONOMER,50S ribosomal protein L36,STM0470,CCI-RIBOSOME-GN
STM1536-MONOMER,putative hydrogenase maturation protease,STM1536,
STM0113-MONOMER,2-isopropylmalate synthase,STM0113,CCI-CYTOSOL-GN
STM2262-MONOMER,ecotin,STM2262,CCI-PERI-BAC-GN
STM4218-MONOMER,putative inner membrane protein,STM4218,CCO-MEMBRANE
STM4591-MONOMER,major fimbrial protein,STM4591,CCI-PILUS-GN
STM3022-MONOMER,transporter,STM3022,CCI-PM-BAC-NEG-GN
STM1907-MONOMER,copper homeostasis protein,STM1907,CCI-CYTOSOL-GN
STM0494-MONOMER,bifunctional UDP-sugar hydrolase/5'-nucleotidase,STM0494,CCI-PERI-BAC-GN
STM2639-MONOMER,anti-sigma factor,STM2639,CCI-PM-BAC-NEG-GN
STM2287-MONOMER,putative cytoplasmic protein,STM2287,
STM3048-MONOMER,tRNA-modifying protein,STM3048,CCI-CYTOSOL-GN
STM0734-MONOMER,succinate dehydrogenase flavoprotein subunit,STM0734,CCI-PM-BAC-NEG-GN
STM2669-MONOMER,bifunctional chorismate mutase/prephenate dehydrogenase,STM2669,CCI-CYTOSOL-GN
STM0763-MONOMER,"transcriptional regulator, lysR family",STM0763,CCI-CYTOSOL-GN
STM3404-MONOMER,Protein,STM3404,
STM3428-MONOMER,50S ribosomal protein L5,STM3428,CCI-RIBOSOME-GN
STM3796B-MONOMER,type I toxin-antitoxin system toxin,STM3796B,CCI-PM-BAC-NEG-GN
STM3774-MONOMER,Uncharacterized protein,STM3774,
STM1144-MONOMER,curli major subunit,STM1144,CCI-PILUS-GN
STM1520-MONOMER,transcriptional regulator,STM1520,
STM1118-MONOMER,putative cytoplasmic protein,STM1118,
STM0097-MONOMER,DNA polymerase II,STM0097,
STM4202-MONOMER,baseplate protein,STM4202,
STM1496-MONOMER,putative dimethylsulfoxide reductase,STM1496,CCI-PM-BAC-NEG-GN
STM4575-MONOMER,putative outer membrane protein,STM4575,
STM1891-MONOMER,ABC superfamily high affinity Zn transport protein,STM1891,
STM0073-MONOMER,crotonobetainyl-CoA--carnitine CoA-transferase,STM0073,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM0478-MONOMER,putative small-conductance mechanosensitive channel,STM0478,CCI-PM-BAC-NEG-GN
STM2271-MONOMER,two-component system sensor histidine kinase/response regulator,STM2271,CCI-PM-BAC-NEG-GN
STM4174-MONOMER,two-component system response regulator,STM4174,CCI-CYTOSOL-GN
STM3030-MONOMER,putative periplasmic protein,STM3030,
STM2647-MONOMER,uracil-DNA glycosylase,STM2647,CCI-CYTOSOL-GN
STM4548-MONOMER,transcriptional regulator (activator) of bgl operon,STM4548,
STM0742-MONOMER,putative outer membrane lipoprotein,STM0742,
STM3412-MONOMER,zinc-responsive transcriptional regulator,STM3412,
STM1868A-MONOMER,lytic enzyme,STM1868A,
STM3782-MONOMER,PTS galactitol transporter subunit IIC,STM3782,CCI-PM-BAC-NEG-GN
STM1127-MONOMER,N-acetylmannosamine kinase,STM1127,
STM0453-MONOMER,putative DNA uptake protein and related DNA-binding proteins,STM0453,
STM1504-MONOMER,UPF0060 membrane protein,STM1504,CCI-PM-BAC-NEG-GN
STM0081-MONOMER,putative secreted protein,STM0081,
STM2246-MONOMER,DNA-binding response regulator,STM2246,
STM4186-MONOMER,putative cytoplasmic protein,STM4186,
STM4559-MONOMER,putative haloacid dehalogenase-like hydrolase,STM4559,
STM3006-MONOMER,putative integral membrane transport protein,STM3006,CCI-PM-BAC-NEG-GN
STM1875-MONOMER,Similar Cu resistance protein,STM1875,CCI-PERI-BAC-GN
STM0461-MONOMER,multidrug ABC transporter permease/ATP-binding protein,STM0461,CCO-MEMBRANE
STM2623-MONOMER,Gifsy-1 prophage protein,STM2623,
STM2254-MONOMER,heme ABC transporter ATP-binding protein,STM2254,CCI-PM-BAC-NEG-GN
STM3014-MONOMER,LysR family transcriptional regulator,STM3014,
STM0718-MONOMER,transport protein,STM0718,
STM2631-MONOMER,Gifsy-1 prophage protein,STM2631,
STM0726-MONOMER,putative glycosyl transferase,STM0726,
STM3382-MONOMER,sodium/panthothenate symporter,STM3382,CCI-PM-BAC-NEG-GN
STM3390-MONOMER,multidrug exporter,STM3390,CCI-PM-BAC-NEG-GN
STM3766-MONOMER,putative cytoplasmic protein,STM3766,
STM3758-MONOMER,putative inner membrane protein,STM3758,
STM1110-MONOMER,anti-adapter protein,STM1110,CCI-CYTOSOL-GN
STM1488-MONOMER,transcriptional regulator,STM1488,
STM1102-MONOMER,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,STM1102,
STM0065-MONOMER,putative viral protein,STM0065,CCO-MEMBRANE
STM4166-MONOMER,NADH pyrophosphatase,STM4166,CCI-CYTOSOL-GN
STM1480-MONOMER,NAD(P) transhydrogenase subunit beta,STM1480,CCI-PM-BAC-NEG-GN
STM4540-MONOMER,fructoselysine 6-phosphate-deglycase,STM4540,
STM1860-MONOMER,putative transposase,STM1860,
STM0057-MONOMER,citrate:sodium symporter,STM0057,CCI-PM-BAC-NEG-GN
STM0445-MONOMER,putative lipoprotein,STM0445,
STM2238-MONOMER,NTPase,STM2238,
STM4158-MONOMER,putative cytoplasmic protein,STM4158,
STM2998-MONOMER,putative periplasmic protein,STM2998,
STM2614-MONOMER,Gifsy-1 prophage protein,STM2614,
STM4532-MONOMER,carbon starvation protein A,STM4532,CCI-PM-BAC-NEG-GN
STM0710-MONOMER,Dipeptide permease D,STM0710,CCI-PM-BAC-NEG-GN
STM3374-MONOMER,rod shape-determining protein,STM3374,CCI-CYTOSOL-GN
STM1852-MONOMER,putative inner membrane lipoprotein,STM1852,
STM3749-MONOMER,putative alpha-xylosidase,STM3749,
STM1094-MONOMER,dipeptidase,STM1094,
STM0437-MONOMER,putative periplasmic protein,STM0437,
STM1471-MONOMER,two-component system sensor histidine kinase,STM1471,CCI-PM-BAC-NEG-GN
STM0049-MONOMER,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,STM0049,
STM2230-MONOMER,putative peptidase,STM2230,
STM4150-MONOMER,50S ribosomal protein L1,STM4150,CCI-RIBOSOME-GN
STM4524-MONOMER,restriction endonuclease subunit S,STM4524,
STM2988-MONOMER,murein transglycosylase A,STM2988,CCI-PM-BAC-NEG-GN
STM1844-MONOMER,zinc metalloprotease,STM1844,CCI-PM-BAC-NEG-GN
STM0430-MONOMER,phosphonate utilization transcriptional regulator,STM0430,
STM2606-MONOMER,Gifsy-1 prophage protein,STM2606,
STM2221-MONOMER,Bcr/CflA family drug resistance efflux transporter,STM2221,CCI-PM-BAC-NEG-GN
STM2980-MONOMER,23S rRNA (cytidine(2498)-2'-O)-methyltransferase,STM2980,CCI-CYTOSOL-GN
STM0702-MONOMER,two-component system response regulator,STM0702,CCI-CYTOSOL-GN
STM2598-MONOMER,Gifsy-1 prophage protein,STM2598,
STM0693-MONOMER,ferric iron uptake transcriptional regulator,STM0693,CCI-CYTOSOL-GN
STM3366-MONOMER,transporter,STM3366,CCI-PM-BAC-NEG-GN
STM3358-MONOMER,GntR family transcriptional regulator,STM3358,
STM3733-MONOMER,orotate phosphoribosyltransferase,STM3733,CCI-CYTOSOL-GN
STM3741-MONOMER,DNA-directed RNA polymerase subunit omega,STM3741,
STM1077-MONOMER,hypothetical protein,STM1077,
STM1453-MONOMER,DNA glycosylase/apyrimidinic (AP) lyase,STM1453,
STM1085-MONOMER,BAX inhibitor protein,STM1085,CCI-PM-BAC-NEG-GN
STM0033-MONOMER,"multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase",STM0033,CCI-PERI-BAC-GN
STM4122-MONOMER,acetylglutamate kinase,STM4122,CCI-CYTOSOL-GN
STM1461-MONOMER,oriC-binding nucleoid-associated protein,STM1461,
STM4508-MONOMER,tryptophan--tRNA ligase,STM4508,CCI-CYTOSOL-GN
STM1828-MONOMER,putative inner membrane protein,STM1828,CCI-PM-BAC-NEG-GN
STM0041-MONOMER,family 31 glucosidase,STM0041,
STM0413-MONOMER,nucleoside-specific channel-forming protein,STM0413,CCI-OUTER-MEM-GN
STM2204-MONOMER,PTS fructose transporter subunit IIBC,STM2204,CCI-PM-BAC-NEG-GN
STM4131-MONOMER,glutamate racemase,STM4131,
STM2962-MONOMER,putative MFS superfamily D-glucarate permease,STM2962,CCI-PM-BAC-NEG-GN
STM2583-MONOMER,elongation factor 4,STM2583,CCI-PM-BAC-NEG-GN
STM4516-MONOMER,putative inner membrane protein,STM4516,CCI-PM-BAC-NEG-GN
STM0670-MONOMER,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase,STM0670,CCI-CYTOSOL-GN
STM3342-MONOMER,stringent starvation protein A,STM3342,CCI-CYTOSOL-GN
STM1836-MONOMER,peptidoglycan synthase,STM1836,CCI-PM-BAC-NEG-GN
STM3717-MONOMER,lipopolysaccharide glucosyltransferase II,STM3717,
STM1061-MONOMER,23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase,STM1061,CCI-CYTOSOL-GN
STM0421-MONOMER,oxidoreductase,STM0421,CCI-CYTOSOL-GN
STM1437-MONOMER,TetR family transcriptional regulator,STM1437,
STM0017-MONOMER,hypothetical protein,STM0017,CCO-MEMBRANE
STM2213-MONOMER,hypothetical protein,STM2213,CCI-PM-BAC-NEG-GN
STM4105-MONOMER,methylenetetrahydrofolate reductase [NAD(P)H],STM4105,CCI-CYTOSOL-GN
STM4492-MONOMER,putative cytoplasmic protein,STM4492,
STM2971-MONOMER,L-serine ammonia-lyase,STM2971,
STM1812-MONOMER,isomerase/hydrolase,STM1812,
STM0397-MONOMER,phosphate regulon transcriptional regulatory protein,STM0397,CCI-CYTOSOL-GN
STM2590-MONOMER,Gifsy-1 prophage protein,STM2590,CCO-MEMBRANE
STM2188-MONOMER,galactoside ABC transporter permease,STM2188,CCI-PM-BAC-NEG-GN
STM2946-MONOMER,phosphoadenosine phosphosulfate reductase,STM2946,CCI-CYTOSOL-GN
STM0685-MONOMER,PTS N-acetyl glucosamine transporter subunit IIABC,STM0685,CCI-PM-BAC-NEG-GN
STM2567-MONOMER,lytic transglycosylase F,STM2567,CCI-OUTER-MEM-GN
STM0654-MONOMER,putative TPR repeat protein,STM0654,
STM3350-MONOMER,putative inner membrane protein,STM3350,
STM3326-MONOMER,monofunctional biosynthetic peptidoglycan transglycosylase,STM3326,CCI-CW-BAC-NEG-GN // CCI-PM-BAC-NEG-GN
STM3701-MONOMER,protein-export chaperone,STM3701,CCI-CYTOSOL-GN
STM3725-MONOMER,pantetheine-phosphate adenylyltransferase,STM3725,CCI-CYTOSOL-GN
STM1044-MONOMER,superoxide dismutase [Cu-Zn] 1 subunit,STM1044,CCI-PERI-BAC-GN // CCI-EXTRACELLULAR-GN
STM1419-MONOMER,EscR/YscR/HrcR family type III secretion system export apparatus protein,STM1419,CCI-PM-BAC-NEG-GN
STM1069-MONOMER,Ter macrodomain-binding protein,STM1069,CCI-CYTOSOL-GN
STM0001-MONOMER,thr operon leader peptide,STM0001,
STM4089-MONOMER,ribonuclease E activity regulator,STM4089,CCI-CYTOSOL-GN
STM1445-MONOMER,Outer membrane lipoprotein,STM1445,CCI-OUTER-MEM-GN
STM4475-MONOMER,valine--tRNA ligase,STM4475,CCI-CYTOSOL-GN
STM1796-MONOMER,"alpha,alpha-trehalase",STM1796,CCI-PERI-BAC-GN
STM0025-MONOMER,fimbrial protein,STM0025,CCI-PILUS-GN
STM0381-MONOMER,putative inner membrane protein,STM0381,CCO-MEMBRANE
STM2172-MONOMER,multidrug transporter permease,STM2172,CCI-OUTER-MEM-GN
STM4114-MONOMER,formate C-acetyltransferase,STM4114,CCI-CYTOSOL-GN
STM2930-MONOMER,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,STM2930,
STM2550-MONOMER,sulfite reductase subunit C,STM2550,CCI-CYTOSOL-GN
STM4500-MONOMER,putative SAM-dependent methyltransferase,STM4500,
STM0638-MONOMER,rare lipoprotein A,STM0638,CCI-OUTER-MEM-GN // CCI-PM-BAC-NEG-GN
STM3310-MONOMER,phospholipid-binding protein,STM3310,
STM1820-MONOMER,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB subunit",STM1820,CCI-CYTOSOL-GN
